table,table ID,T,P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
table,part,T,984,chiffon orange floral firebrick thistle,Manufacturer#2,Brand#22,LARGE PLATED TIN,40,SM BAG,1884.98,blithely i
table,part,T,985,black chiffon chartreuse sienna lawn,Manufacturer#5,Brand#53,MEDIUM BURNISHED STEEL,10,JUMBO PKG,1885.98,carefully si
table,part,T,986,forest peru firebrick thistle red,Manufacturer#3,Brand#33,PROMO BRUSHED BRASS,50,JUMBO DRUM,1886.98,packag
table,part,T,987,seashell peru lime salmon hot,Manufacturer#5,Brand#53,PROMO POLISHED BRASS,39,LG BOX,1887.98,furiously u
table,part,T,988,bisque saddle navy midnight coral,Manufacturer#2,Brand#24,STANDARD BURNISHED COPPER,27,WRAP PKG,1888.98,unusual dependencies 
table,part,T,989,misty red floral steel azure,Manufacturer#5,Brand#55,LARGE PLATED TIN,9,JUMBO JAR,1889.98,requests wake furiou
table,part,T,990,azure turquoise hot beige pale,Manufacturer#1,Brand#14,SMALL BURNISHED COPPER,14,SM BAG,1890.99,carefull
table,part,T,991,frosted bisque aquamarine lime cream,Manufacturer#3,Brand#32,MEDIUM POLISHED BRASS,9,SM CASE,1891.99,quickl
table,part,T,992,hot peach aquamarine cornsilk blue,Manufacturer#5,Brand#51,PROMO BURNISHED COPPER,39,JUMBO BOX,1892.99,requests sleep furious
table,part,T,993,chiffon chocolate peru tomato powder,Manufacturer#5,Brand#54,MEDIUM BRUSHED NICKEL,2,MED JAR,1893.99,slyly ironic pack
table,part,T,994,ivory saddle papaya salmon drab,Manufacturer#2,Brand#25,PROMO ANODIZED STEEL,38,JUMBO BOX,1894.99,final f
table,part,T,995,salmon chocolate rosy indian sienna,Manufacturer#3,Brand#34,ECONOMY BRUSHED TIN,47,MED DRUM,1895.99,regular requ
table,part,T,996,gainsboro pink papaya olive forest,Manufacturer#3,Brand#31,STANDARD POLISHED COPPER,13,LG CAN,1896.99,furiously u
table,part,T,997,powder lavender purple dim saddle,Manufacturer#5,Brand#51,STANDARD ANODIZED BRASS,22,JUMBO BAG,1897.99,platel
table,part,T,998,ivory magenta turquoise purple medium,Manufacturer#5,Brand#53,STANDARD BRUSHED NICKEL,2,MED BOX,1898.99,regular depe
table,part,T,999,sienna sky blanched white ghost,Manufacturer#4,Brand#44,STANDARD PLATED STEEL,16,WRAP CAN,1899.99,blithely ironi
table,part,T,1000,cream frosted navajo aquamarine black,Manufacturer#2,Brand#24,ECONOMY BRUSHED NICKEL,10,SM DRUM,901.00,slyly
table,part,T,1001,goldenrod moccasin blush tan medium,Manufacturer#5,Brand#53,LARGE BRUSHED NICKEL,29,WRAP PACK,902.00,special, 
table,part,T,1002,khaki pink blue misty chocolate,Manufacturer#3,Brand#31,SMALL ANODIZED NICKEL,5,MED PKG,903.00,carefully express pa
table,part,T,1003,khaki orange violet tan drab,Manufacturer#1,Brand#14,ECONOMY ANODIZED STEEL,19,JUMBO BOX,904.00,carefully regular a
table,part,T,1004,light navajo indian pale antique,Manufacturer#2,Brand#21,LARGE BRUSHED BRASS,16,WRAP CASE,905.00,accounts
table,part,T,1005,antique olive saddle papaya chiffon,Manufacturer#5,Brand#52,PROMO BRUSHED STEEL,39,WRAP CAN,906.00,carefully silent f
table,part,T,1006,lime tomato orchid dim beige,Manufacturer#1,Brand#11,MEDIUM POLISHED COPPER,3,WRAP CASE,907.00,furiously 
table,part,T,1007,hot lemon medium blue salmon,Manufacturer#1,Brand#14,ECONOMY PLATED TIN,9,JUMBO PKG,908.00,package
table,part,T,1008,blue cream aquamarine saddle beige,Manufacturer#5,Brand#55,PROMO PLATED TIN,8,LG DRUM,909.00,ruthlessly final requ
table,part,T,1009,powder lace cyan hot chartreuse,Manufacturer#4,Brand#42,MEDIUM BURNISHED NICKEL,47,SM JAR,910.00,final
table,part,T,1010,peach chocolate olive brown hot,Manufacturer#4,Brand#43,SMALL BURNISHED NICKEL,38,JUMBO DRUM,911.01,carefully even
table,part,T,1011,royal ivory goldenrod moccasin tomato,Manufacturer#5,Brand#54,ECONOMY PLATED STEEL,37,LG BOX,912.01,ironic, regular 
table,part,T,1012,dim linen puff lemon frosted,Manufacturer#4,Brand#44,SMALL ANODIZED COPPER,23,JUMBO JAR,913.01,waters are
table,part,T,1013,mint navajo beige burnished peach,Manufacturer#2,Brand#24,STANDARD BRUSHED STEEL,14,JUMBO BOX,914.01,final deposits integ
table,part,T,1014,peach brown maroon green burlywood,Manufacturer#5,Brand#54,LARGE PLATED COPPER,13,WRAP CAN,915.01,even 
table,part,T,1015,salmon peach rose goldenrod burlywood,Manufacturer#4,Brand#41,MEDIUM BRUSHED BRASS,15,MED CAN,916.01,furiou
table,part,T,1016,azure blue mint brown goldenrod,Manufacturer#1,Brand#14,STANDARD POLISHED BRASS,40,SM PKG,917.01,carefully 
table,part,T,1017,lime blush yellow dodger brown,Manufacturer#1,Brand#15,STANDARD ANODIZED BRASS,13,LG CASE,918.01,blithely unusual fox
table,part,T,1018,tan chartreuse wheat pink blanched,Manufacturer#4,Brand#41,MEDIUM PLATED COPPER,35,SM PACK,919.01,pendin
table,part,T,1019,deep wheat blanched purple black,Manufacturer#4,Brand#41,MEDIUM ANODIZED COPPER,18,SM BOX,920.01,quickl
table,part,T,1020,aquamarine dodger coral cornsilk dark,Manufacturer#3,Brand#31,LARGE POLISHED TIN,8,WRAP CASE,921.02,bold platelets cajo
table,part,T,1021,azure maroon blanched purple lawn,Manufacturer#3,Brand#33,PROMO ANODIZED TIN,46,JUMBO BAG,922.02,fluffily 
table,part,T,1022,olive smoke blue dim ghost,Manufacturer#1,Brand#13,SMALL BURNISHED COPPER,33,WRAP CAN,923.02,slyly ironic reques
table,part,T,1023,metallic rosy midnight cornflower chocolate,Manufacturer#2,Brand#24,PROMO POLISHED COPPER,50,SM CASE,924.02,slyly regular 
table,part,T,1024,lawn sienna honeydew black mint,Manufacturer#5,Brand#55,SMALL POLISHED COPPER,2,MED PACK,925.02,slowl
table,part,T,1025,olive violet saddle cyan chartreuse,Manufacturer#2,Brand#25,STANDARD ANODIZED COPPER,25,LG DRUM,926.02,regular, even foxe
table,part,T,1026,rosy smoke cyan chiffon purple,Manufacturer#4,Brand#41,ECONOMY ANODIZED TIN,47,SM CAN,927.02,furiously unusua
table,part,T,1027,orchid dodger pale drab thistle,Manufacturer#3,Brand#31,PROMO ANODIZED NICKEL,9,JUMBO BAG,928.02,regular requests
table,part,T,1028,lime almond light indian sienna,Manufacturer#1,Brand#12,PROMO BRUSHED COPPER,14,JUMBO CAN,929.02,furious de
table,part,T,1029,purple rose khaki linen azure,Manufacturer#4,Brand#44,LARGE PLATED NICKEL,46,JUMBO PKG,930.02,specia
table,part,T,1030,green lace medium burnished ivory,Manufacturer#2,Brand#21,STANDARD BRUSHED STEEL,20,MED JAR,931.03,quickl
table,part,T,1031,firebrick red snow slate white,Manufacturer#3,Brand#32,MEDIUM BURNISHED NICKEL,13,SM BAG,932.03,regul
table,part,T,1032,lime pale blush tan steel,Manufacturer#1,Brand#15,ECONOMY ANODIZED BRASS,32,LG BAG,933.03,furiously ironic 
table,part,T,1033,blush chiffon midnight pink coral,Manufacturer#1,Brand#12,MEDIUM PLATED BRASS,23,MED JAR,934.03,careful cou
table,part,T,1034,lime ivory sky gainsboro mint,Manufacturer#5,Brand#52,ECONOMY POLISHED BRASS,46,LG DRUM,935.03,carefully silent inst
table,part,T,1035,black slate chocolate blanched light,Manufacturer#5,Brand#52,STANDARD BRUSHED COPPER,13,MED CASE,936.03,pending accounts sleep
table,part,T,1036,honeydew lawn moccasin papaya tan,Manufacturer#3,Brand#35,MEDIUM BRUSHED COPPER,46,WRAP BAG,937.03,regular packa
table,part,T,1037,violet sky chiffon drab lawn,Manufacturer#1,Brand#15,ECONOMY ANODIZED STEEL,36,JUMBO JAR,938.03,packages are fur
table,part,T,1038,floral blue grey bisque saddle,Manufacturer#4,Brand#44,STANDARD BRUSHED STEEL,40,WRAP CAN,939.03,quickly ironic accoun
table,part,T,1039,firebrick medium azure mint peach,Manufacturer#3,Brand#34,MEDIUM PLATED TIN,32,MED BAG,940.03,blithely unusual atta
table,part,T,1040,green papaya light royal powder,Manufacturer#3,Brand#31,MEDIUM BRUSHED STEEL,40,WRAP PKG,941.04,bold forges
table,part,T,1041,grey navajo antique chartreuse brown,Manufacturer#5,Brand#54,LARGE ANODIZED NICKEL,12,WRAP CAN,942.04,careful, 
table,part,T,1042,seashell chartreuse steel forest bisque,Manufacturer#3,Brand#32,ECONOMY BURNISHED NICKEL,42,JUMBO BAG,943.04,quietly regular frays 
table,part,T,1043,seashell orchid linen spring dodger,Manufacturer#4,Brand#41,ECONOMY BURNISHED COPPER,32,SM CAN,944.04,carefully pending deco
table,part,T,1044,dodger almond cornsilk honeydew antique,Manufacturer#2,Brand#25,STANDARD PLATED TIN,25,MED CAN,945.04,even instructions aft
table,part,T,1045,aquamarine blush lawn cream lace,Manufacturer#3,Brand#35,ECONOMY ANODIZED STEEL,24,JUMBO CASE,946.04,deposits along
table,part,T,1046,beige coral moccasin drab metallic,Manufacturer#2,Brand#23,SMALL POLISHED STEEL,33,MED JAR,947.04,furiously idle f
table,part,T,1047,cornflower snow khaki olive ivory,Manufacturer#5,Brand#54,STANDARD ANODIZED BRASS,18,LG DRUM,948.04,final theodolites
table,part,T,1048,azure navy pink orchid royal,Manufacturer#2,Brand#24,MEDIUM BRUSHED STEEL,50,LG PACK,949.04,caref
table,part,T,1049,bisque beige slate puff dim,Manufacturer#5,Brand#52,SMALL BRUSHED NICKEL,2,LG CASE,950.04,fluffy
table,part,T,1050,lace cornsilk plum almond saddle,Manufacturer#3,Brand#34,STANDARD BRUSHED BRASS,4,MED CASE,951.05,bold theo
table,part,T,1051,lace gainsboro ivory blanched rose,Manufacturer#1,Brand#15,ECONOMY POLISHED BRASS,12,MED PKG,952.05,furiously even request
table,part,T,1052,orchid wheat steel lavender sienna,Manufacturer#5,Brand#55,PROMO PLATED TIN,11,WRAP CASE,953.05,careful
table,part,T,1053,rosy cornsilk azure metallic ghost,Manufacturer#5,Brand#54,ECONOMY BRUSHED TIN,19,LG JAR,954.05,stealthy requests ca
table,part,T,1054,peru light blanched lemon medium,Manufacturer#2,Brand#24,LARGE BRUSHED STEEL,35,LG CAN,955.05,carefully 
table,part,T,1055,slate burnished chocolate black coral,Manufacturer#1,Brand#14,LARGE POLISHED COPPER,18,MED BAG,956.05,foxes along the 
table,part,T,1056,coral peach maroon seashell hot,Manufacturer#4,Brand#43,MEDIUM ANODIZED COPPER,13,JUMBO PKG,957.05,regular, pendin
table,part,T,1057,papaya antique moccasin indian pink,Manufacturer#1,Brand#12,ECONOMY PLATED BRASS,25,LG BOX,958.05,theodolites amon
table,part,T,1058,salmon blanched spring purple aquamarine,Manufacturer#5,Brand#53,ECONOMY ANODIZED COPPER,24,MED DRUM,959.05,blithely regular
table,part,T,1059,cornflower ghost drab forest chiffon,Manufacturer#4,Brand#43,MEDIUM ANODIZED TIN,40,JUMBO BOX,960.05,quiet packages subl
table,part,T,1060,dark hot snow chocolate antique,Manufacturer#3,Brand#33,STANDARD POLISHED BRASS,46,SM CASE,961.06,furiously 
table,part,T,1061,cornflower green orange brown puff,Manufacturer#1,Brand#15,MEDIUM BURNISHED TIN,50,LG BAG,962.06,carefully furious f
table,part,T,1062,floral antique navy olive plum,Manufacturer#1,Brand#12,LARGE POLISHED TIN,12,JUMBO DRUM,963.06,quick
table,part,T,1063,gainsboro blush moccasin goldenrod beige,Manufacturer#5,Brand#55,SMALL BURNISHED BRASS,42,MED BAG,964.06,regular pa
table,part,T,1064,frosted orange bisque sandy steel,Manufacturer#3,Brand#31,SMALL PLATED NICKEL,4,SM PKG,965.06,final pinto beans
table,part,T,1065,coral azure lawn navy hot,Manufacturer#4,Brand#43,STANDARD PLATED TIN,14,JUMBO CASE,966.06,excuses cajole fu
table,part,T,1066,khaki spring smoke orange peach,Manufacturer#3,Brand#31,SMALL BURNISHED NICKEL,30,SM CASE,967.06,furiously f
table,part,T,1067,medium honeydew bisque orange thistle,Manufacturer#3,Brand#33,SMALL BRUSHED BRASS,39,MED BOX,968.06,slyly car
table,part,T,1068,antique rosy forest chiffon steel,Manufacturer#1,Brand#11,ECONOMY ANODIZED NICKEL,33,MED BOX,969.06,carefully final pa
table,part,T,1069,powder beige coral seashell lime,Manufacturer#5,Brand#55,SMALL PLATED TIN,1,LG DRUM,970.06,special deposits 
table,part,T,1070,lace sienna cyan floral bisque,Manufacturer#4,Brand#45,SMALL POLISHED BRASS,31,WRAP DRUM,971.07,sly, express plat
table,part,T,1071,seashell cyan saddle cornflower metallic,Manufacturer#2,Brand#22,SMALL BURNISHED STEEL,23,WRAP DRUM,972.07,even 
table,part,T,1072,dim frosted dark metallic cyan,Manufacturer#2,Brand#22,LARGE ANODIZED BRASS,31,SM PACK,973.07,final, regular pinto
table,part,T,1073,midnight cornsilk blanched chiffon yellow,Manufacturer#2,Brand#22,MEDIUM BRUSHED BRASS,14,LG PACK,974.07,furious
table,part,T,1074,midnight burnished mint moccasin sienna,Manufacturer#5,Brand#53,STANDARD ANODIZED NICKEL,46,LG PACK,975.07,ironic packages ha
table,part,T,1075,indian chartreuse papaya light blue,Manufacturer#2,Brand#21,LARGE ANODIZED NICKEL,33,LG PACK,976.07,final pack
table,part,T,1076,yellow magenta wheat ivory green,Manufacturer#1,Brand#13,PROMO BRUSHED BRASS,18,JUMBO CASE,977.07,special foxes between
table,part,T,1077,gainsboro cream medium chiffon ghost,Manufacturer#4,Brand#41,STANDARD ANODIZED TIN,49,MED BAG,978.07,ironic deposits caj
table,part,T,1078,maroon mint steel lace cream,Manufacturer#4,Brand#41,SMALL BRUSHED NICKEL,22,WRAP CAN,979.07,slyly regular account
table,part,T,1079,khaki azure honeydew sandy drab,Manufacturer#2,Brand#25,STANDARD ANODIZED COPPER,22,SM CASE,980.07,pending depende
table,part,T,1080,khaki light beige frosted yellow,Manufacturer#5,Brand#52,STANDARD PLATED COPPER,21,JUMBO PKG,981.08,carefully spec
table,part,T,1081,thistle papaya coral grey peru,Manufacturer#1,Brand#15,PROMO POLISHED NICKEL,44,SM PKG,982.08,quickly unusua
table,part,T,1082,cream magenta moccasin white salmon,Manufacturer#1,Brand#11,SMALL ANODIZED TIN,45,JUMBO PKG,983.08,final foxes after
table,part,T,1083,mint black burnished rosy firebrick,Manufacturer#1,Brand#11,ECONOMY PLATED COPPER,20,JUMBO CASE,984.08,regular requests 
table,part,T,1084,olive black brown drab cyan,Manufacturer#2,Brand#22,STANDARD BRUSHED TIN,10,JUMBO BAG,985.08,special, ironic asym
table,part,T,1085,cream mint olive lawn purple,Manufacturer#4,Brand#45,PROMO PLATED COPPER,26,LG CAN,986.08,slyly thin frets wil
table,part,T,1086,navajo lemon powder almond peach,Manufacturer#4,Brand#45,LARGE BRUSHED COPPER,49,SM DRUM,987.08,special rea
table,part,T,1087,purple light pale dark ghost,Manufacturer#4,Brand#42,LARGE ANODIZED COPPER,32,MED CASE,988.08,blithely re
table,part,T,1088,turquoise puff blanched dodger cream,Manufacturer#3,Brand#35,SMALL ANODIZED STEEL,7,MED CAN,989.08,request
table,part,T,1089,slate goldenrod puff papaya misty,Manufacturer#2,Brand#24,LARGE BURNISHED TIN,26,WRAP CASE,990.08,slyly bold foxes 
table,part,T,1090,sandy spring blush tomato snow,Manufacturer#1,Brand#13,SMALL PLATED TIN,6,MED PKG,991.09,blithely regular r
table,part,T,1091,navajo blanched hot spring ghost,Manufacturer#2,Brand#22,LARGE BURNISHED STEEL,45,SM PKG,992.09,fluffily final a
table,part,T,1092,rosy dim navy mint cream,Manufacturer#1,Brand#12,STANDARD ANODIZED BRASS,3,SM PKG,993.09,fluffily regular de
table,part,T,1093,moccasin slate puff cream ivory,Manufacturer#2,Brand#25,STANDARD ANODIZED TIN,9,JUMBO BOX,994.09,special, pendi
table,part,T,1094,papaya azure lace midnight drab,Manufacturer#4,Brand#42,SMALL ANODIZED COPPER,2,SM PKG,995.09,quickl
table,part,T,1095,cream blanched rosy chiffon red,Manufacturer#3,Brand#35,MEDIUM BURNISHED TIN,24,JUMBO DRUM,996.09,special ideas run q
table,part,T,1096,frosted maroon powder dim lace,Manufacturer#5,Brand#51,SMALL PLATED NICKEL,33,LG DRUM,997.09,instruc
table,part,T,1097,violet hot almond aquamarine azure,Manufacturer#3,Brand#31,ECONOMY BRUSHED STEEL,1,JUMBO CASE,998.09,carefully unusual depe
table,part,T,1098,navy honeydew azure deep beige,Manufacturer#2,Brand#21,ECONOMY POLISHED STEEL,44,JUMBO BAG,999.09,final, 
table,part,T,1099,coral orchid mint khaki chartreuse,Manufacturer#3,Brand#32,PROMO PLATED COPPER,43,LG DRUM,1000.09,carefully reg
table,part,T,1100,lawn bisque black rosy steel,Manufacturer#4,Brand#41,ECONOMY BRUSHED STEEL,8,MED PKG,1001.10,carefully
table,part,T,1101,dim magenta steel dark beige,Manufacturer#5,Brand#53,STANDARD POLISHED BRASS,21,JUMBO BOX,1002.10,never ironic pearls
table,part,T,1102,peach chiffon rosy light white,Manufacturer#4,Brand#45,PROMO PLATED COPPER,21,SM CAN,1003.10,ironic requests hagg
table,part,T,1103,midnight spring sky olive ivory,Manufacturer#5,Brand#53,ECONOMY ANODIZED BRASS,35,LG DRUM,1004.10,slyly even pinto bean
table,part,T,1104,navy orchid burlywood antique frosted,Manufacturer#2,Brand#23,MEDIUM BRUSHED TIN,22,MED BAG,1005.10,fluffily expres
table,part,T,1105,sienna olive beige dark khaki,Manufacturer#2,Brand#25,MEDIUM PLATED COPPER,7,JUMBO DRUM,1006.10,furiously regular
table,part,T,1106,brown saddle chocolate coral orange,Manufacturer#1,Brand#14,MEDIUM ANODIZED TIN,25,WRAP BAG,1007.10,carefully regular
table,part,T,1107,forest sandy indian cornflower smoke,Manufacturer#3,Brand#34,ECONOMY BRUSHED COPPER,47,LG DRUM,1008.10,special, bo
table,part,T,1108,azure cyan sienna cornsilk navy,Manufacturer#1,Brand#13,MEDIUM POLISHED BRASS,24,WRAP CASE,1009.10,express, even 
table,part,T,1109,azure lime seashell orange green,Manufacturer#5,Brand#54,ECONOMY BURNISHED NICKEL,13,JUMBO PACK,1010.10,final 
table,part,T,1110,lawn lavender violet grey tan,Manufacturer#4,Brand#44,STANDARD BURNISHED TIN,41,WRAP CAN,1011.11,slyly ironic platelet
table,part,T,1111,azure cornflower black peach brown,Manufacturer#1,Brand#11,LARGE BRUSHED COPPER,41,WRAP CAN,1012.11,carefully even p
table,part,T,1112,orchid dim blanched seashell burlywood,Manufacturer#1,Brand#11,MEDIUM BRUSHED COPPER,21,JUMBO CASE,1013.11,furiously
table,part,T,1113,lime navy smoke cream snow,Manufacturer#3,Brand#33,ECONOMY BURNISHED STEEL,39,SM PACK,1014.11,carefully r
table,part,T,1114,lace rosy deep olive midnight,Manufacturer#4,Brand#43,LARGE POLISHED COPPER,43,MED DRUM,1015.11,slyly express
table,part,T,1115,forest cornsilk magenta gainsboro burnished,Manufacturer#2,Brand#24,PROMO PLATED NICKEL,47,LG CAN,1016.11,accounts are acc
table,part,T,1116,tomato spring mint pink orchid,Manufacturer#3,Brand#34,ECONOMY ANODIZED TIN,49,JUMBO CASE,1017.11,quickly special pi
table,part,T,1117,antique white goldenrod linen cream,Manufacturer#1,Brand#13,PROMO BURNISHED COPPER,28,WRAP PACK,1018.11,close requests acc
table,part,T,1118,sandy brown steel beige floral,Manufacturer#5,Brand#55,SMALL POLISHED NICKEL,37,SM BOX,1019.11,final pinto beans
table,part,T,1119,pink frosted goldenrod forest slate,Manufacturer#1,Brand#14,ECONOMY BRUSHED NICKEL,24,WRAP JAR,1020.11,even, ironic package
table,part,T,1120,burlywood floral beige smoke rose,Manufacturer#2,Brand#22,SMALL PLATED TIN,1,MED CASE,1021.12,furiously regular depe
table,part,T,1121,lime seashell sienna metallic aquamarine,Manufacturer#3,Brand#35,LARGE BRUSHED STEEL,25,LG JAR,1022.12,quickly unusual pack
table,part,T,1122,red plum goldenrod cream drab,Manufacturer#4,Brand#44,STANDARD BRUSHED NICKEL,7,SM BAG,1023.12,carefully regular p
table,part,T,1123,olive linen saddle pink cornsilk,Manufacturer#2,Brand#23,ECONOMY BURNISHED NICKEL,29,WRAP BAG,1024.12,regular deposit
table,part,T,1124,frosted magenta papaya seashell blanched,Manufacturer#2,Brand#22,MEDIUM BURNISHED TIN,23,WRAP JAR,1025.12,express pinto beans a
table,part,T,1125,peach dark chiffon beige black,Manufacturer#2,Brand#23,SMALL PLATED NICKEL,12,WRAP DRUM,1026.12,furiously silen
table,part,T,1126,chiffon lawn powder violet spring,Manufacturer#2,Brand#23,MEDIUM BURNISHED TIN,27,LG PACK,1027.12,slyly unusual ideas d
table,part,T,1127,saddle yellow pale magenta frosted,Manufacturer#2,Brand#22,SMALL PLATED STEEL,37,SM PKG,1028.12,even inst
table,part,T,1128,indian navy lace royal chiffon,Manufacturer#5,Brand#52,STANDARD POLISHED STEEL,19,SM CAN,1029.12,bold courts nag. r
table,part,T,1129,tan khaki yellow grey navajo,Manufacturer#4,Brand#44,SMALL ANODIZED TIN,45,SM JAR,1030.12,regular
table,part,T,1130,lemon sandy plum lace metallic,Manufacturer#4,Brand#45,STANDARD PLATED STEEL,27,SM DRUM,1031.13,furiou
table,part,T,1131,cornflower magenta purple spring steel,Manufacturer#3,Brand#33,MEDIUM PLATED STEEL,49,WRAP BOX,1032.13,express excuses
table,part,T,1132,pale sky seashell lace cornsilk,Manufacturer#2,Brand#22,STANDARD PLATED TIN,19,SM PKG,1033.13,ironic, special accou
table,part,T,1133,aquamarine ivory pink chocolate brown,Manufacturer#5,Brand#51,SMALL ANODIZED TIN,43,JUMBO PKG,1034.13,pinto beans 
table,part,T,1134,gainsboro sandy pale firebrick plum,Manufacturer#1,Brand#14,PROMO PLATED BRASS,10,SM PACK,1035.13,dogged request
table,part,T,1135,navajo azure turquoise magenta burnished,Manufacturer#1,Brand#13,MEDIUM PLATED STEEL,27,WRAP JAR,1036.13,special, fin
table,part,T,1136,blanched grey cyan navajo dim,Manufacturer#4,Brand#41,PROMO POLISHED NICKEL,38,SM JAR,1037.13,special, perma
table,part,T,1137,lemon purple almond chartreuse blanched,Manufacturer#4,Brand#44,LARGE PLATED BRASS,21,WRAP JAR,1038.13,fluffily f
table,part,T,1138,cyan forest linen bisque orange,Manufacturer#1,Brand#14,SMALL PLATED NICKEL,30,LG PKG,1039.13,special t
table,part,T,1139,ivory medium wheat saddle forest,Manufacturer#4,Brand#41,ECONOMY BRUSHED TIN,13,WRAP CASE,1040.13,slyly sile
table,part,T,1140,navy floral khaki smoke papaya,Manufacturer#1,Brand#15,LARGE BURNISHED BRASS,22,SM DRUM,1041.14,fluff
table,part,T,1141,orchid aquamarine almond blanched misty,Manufacturer#5,Brand#52,LARGE BURNISHED TIN,45,JUMBO CASE,1042.14,slyly even requests 
table,part,T,1142,violet black magenta honeydew burnished,Manufacturer#4,Brand#44,ECONOMY ANODIZED NICKEL,36,LG CAN,1043.14,even, regular t
table,part,T,1143,medium green midnight cyan lime,Manufacturer#2,Brand#22,MEDIUM POLISHED COPPER,20,LG CAN,1044.14,blithely p
table,part,T,1144,saddle metallic light antique sky,Manufacturer#2,Brand#25,ECONOMY PLATED NICKEL,23,WRAP JAR,1045.14,bold theod
table,part,T,1145,dim bisque blush indian sandy,Manufacturer#2,Brand#24,PROMO ANODIZED NICKEL,30,SM PACK,1046.14,slyly
table,part,T,1146,deep metallic cornsilk almond azure,Manufacturer#2,Brand#23,STANDARD BURNISHED NICKEL,26,SM PKG,1047.14,final theodolites
table,part,T,1147,honeydew drab chartreuse cream hot,Manufacturer#1,Brand#15,ECONOMY BURNISHED BRASS,14,MED CASE,1048.14,fluffily ironic d
table,part,T,1148,sienna saddle burlywood orange white,Manufacturer#5,Brand#52,MEDIUM ANODIZED TIN,8,SM PKG,1049.14,slyly ironic depos
table,part,T,1149,peru lavender peach royal deep,Manufacturer#4,Brand#42,STANDARD POLISHED BRASS,35,MED BOX,1050.14,accounts snooz
table,part,T,1150,orange orchid pale powder navy,Manufacturer#2,Brand#21,LARGE POLISHED TIN,20,WRAP CAN,1051.15,requests haggle amo
table,part,T,1151,black dim orange olive almond,Manufacturer#4,Brand#44,ECONOMY POLISHED NICKEL,23,MED PACK,1052.15,quickly unusual depos
table,part,T,1152,navy lawn azure dim ivory,Manufacturer#5,Brand#52,PROMO BRUSHED TIN,32,LG BAG,1053.15,carefully even n
table,part,T,1153,black medium dodger purple yellow,Manufacturer#5,Brand#54,MEDIUM BRUSHED TIN,35,LG CAN,1054.15,silent requests wake
table,part,T,1154,dim green sky orange bisque,Manufacturer#1,Brand#15,STANDARD BURNISHED NICKEL,8,JUMBO DRUM,1055.15,furiously ironic requ
table,part,T,1155,light antique misty yellow gainsboro,Manufacturer#2,Brand#22,MEDIUM PLATED STEEL,40,LG BOX,1056.15,fluffily daring sau
table,part,T,1156,floral blanched gainsboro sandy pale,Manufacturer#5,Brand#55,LARGE PLATED BRASS,8,JUMBO CASE,1057.15,accounts about the q
table,part,T,1157,dim dodger plum papaya blush,Manufacturer#2,Brand#21,SMALL ANODIZED STEEL,1,JUMBO PKG,1058.15,asymp
table,part,T,1158,sienna puff peach dark violet,Manufacturer#2,Brand#21,LARGE PLATED COPPER,16,LG BOX,1059.15,quickly i
table,part,T,1159,brown hot forest ghost sienna,Manufacturer#1,Brand#13,ECONOMY POLISHED BRASS,9,SM BAG,1060.15,quickly regular ac
table,part,T,1160,navajo blush antique pale cornsilk,Manufacturer#3,Brand#33,SMALL BRUSHED STEEL,3,JUMBO DRUM,1061.16,theodolites slee
table,part,T,1161,sienna coral steel ghost mint,Manufacturer#4,Brand#41,LARGE PLATED STEEL,2,WRAP PKG,1062.16,sometimes final accoun
table,part,T,1162,sienna wheat cyan aquamarine sky,Manufacturer#5,Brand#54,LARGE BURNISHED BRASS,49,LG CAN,1063.16,unusual, bol
table,part,T,1163,moccasin cyan cornflower midnight orchid,Manufacturer#3,Brand#33,LARGE BRUSHED BRASS,13,LG PACK,1064.16,even pint
table,part,T,1164,firebrick honeydew indian khaki steel,Manufacturer#5,Brand#52,STANDARD ANODIZED STEEL,6,LG PACK,1065.16,carefully spe
table,part,T,1165,dim black hot burnished olive,Manufacturer#4,Brand#41,STANDARD BRUSHED NICKEL,4,LG PKG,1066.16,fluffily 
table,part,T,1166,navy rosy hot orange tan,Manufacturer#3,Brand#35,STANDARD ANODIZED NICKEL,14,LG JAR,1067.16,pendin
table,part,T,1167,lace ivory chiffon frosted indian,Manufacturer#2,Brand#21,STANDARD PLATED BRASS,49,MED DRUM,1068.16,carefully daring acc
table,part,T,1168,frosted chartreuse steel pink firebrick,Manufacturer#2,Brand#22,LARGE BRUSHED NICKEL,42,MED CASE,1069.16,blithely final pl
table,part,T,1169,firebrick papaya thistle chartreuse coral,Manufacturer#2,Brand#25,MEDIUM PLATED TIN,8,LG JAR,1070.16,furiously
table,part,T,1170,pink lawn antique red firebrick,Manufacturer#5,Brand#53,SMALL ANODIZED STEEL,10,WRAP DRUM,1071.17,fluffily
table,part,T,1171,sienna metallic rosy azure sandy,Manufacturer#4,Brand#45,MEDIUM BRUSHED BRASS,27,WRAP DRUM,1072.17,furiously bold fr
table,part,T,1172,tomato linen yellow burlywood dodger,Manufacturer#4,Brand#45,MEDIUM POLISHED COPPER,15,WRAP PKG,1073.17,furiously final pack
table,part,T,1173,midnight frosted snow red medium,Manufacturer#1,Brand#14,ECONOMY PLATED NICKEL,37,JUMBO JAR,1074.17,quickly fluffy a
