root,course_listing,note,course,title,credits,level,restrictions,section_listing,section_note,section,days,instructor,bldg_and_rm,bldg,rm
root,course_listing,#,941-400,FOUNDATIONS,1,U,; ; MAY BE RETAKEN FOR CR. PREREQ: REGIS IN PROF THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,,La 801,MTRF,Depaul,bldg_and_rm,MIT,385
root,course_listing,#,941-400,FOUNDATIONS,1,U,; ; MAY BE RETAKEN FOR CR. PREREQ: REGIS IN PROF THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,,La 802,MTRF,Poulson,bldg_and_rm,MUS,110
root,course_listing,#,941-400,FOUNDATIONS,1,U,; ; MAY BE RETAKEN FOR CR. PREREQ: REGIS IN PROF THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,,La 803,MTRF,Guse,bldg_and_rm,THR,90
root,course_listing,#,941-400,FOUNDATIONS,1,U,; ; MAY BE RETAKEN FOR CR. PREREQ: REGIS IN PROF THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,,La 804,MTRF,Lieder,bldg_and_rm,THR,35
root,course_listing,,941-402,PRODUCTION COORDINATION,1,U,; ; MAY BE RETAKEN TO MAX OF 6 SEM. PREREQ: REGIS IN PROF THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,#,La 801,W,White,bldg_and_rm,THR,6
root,course_listing,#,941-412,CAREER PREPARATION AND DEVELOPMENT,0-1,U,; ; MAY BE RETAKEN TO MAX OF 6 SEM, FOR MAX OF 4 CR. PREREQ: REGIS IN PROF THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,,Se 001,W,Poulson,bldg_and_rm,END,109
root,course_listing,,941-443,PATTERN MAKING III,2,U,; ; PREREQ: REGIS IN PROF THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,#,La 801,MF,Acad Staff,bldg_and_rm,THR,35
root,course_listing,,941-461,PHYSICAL ANALYSIS II-A,1,U,; ; PREREQ: REGIS IN PROF THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,#,La 801,MW,Johnson-Chase,bldg_and_rm,MIT,385MIT
root,course_listing,#,941-475,REHEARSAL AND PERFORMANCE TECHNIQUES I,1-6,U,; ; MAY BE RETAKEN TO MAX OF 9 CR. PREREQ: REGIS IN PROF THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,,La 802,MTRFWMTWRF,Poulson,bldg_and_rm,MIT,385MIT
root,course_listing,#,941-475,REHEARSAL AND PERFORMANCE TECHNIQUES I,1-6,U,; ; MAY BE RETAKEN TO MAX OF 9 CR. PREREQ: REGIS IN PROF THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,,La 804,MTRMW,Lieder,bldg_and_rm,THR,35THR
root,course_listing,#,941-530,STAGE VOICE AND SPEECH II-A,2,U,; ; PREREQ: THEATRE 431(P),section_listing,,La 801,MFW,Adaire,bldg_and_rm,THR,7THR
root,course_listing,,166-383,LANDSCAPE ARCHITECTURE,3,U/G,; ; PREREQ: JR ST; ACCEPTANCE TO LEVEL 2 OR CONS DEAN,section_listing,e,Se 001,M,Connolly,bldg_and_rm,AUP,183
root,course_listing,#,941-540,STAGE MOVEMENT II-A,2,U,; ; PREREQ: THEATRE 441(P),section_listing,,La 801,TR,Walters,bldg_and_rm,MIT,385
root,course_listing,#,941-702,PRODUCTION COORDINATION,1,G,; ; MAY BE RETAKEN TO MAX OF 6 SEM. PREREQ: GRAD ST; REGIS IN PROF THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,,La 801,W,White,bldg_and_rm,THR,6
root,course_listing,,941-709,COSTUME HISTORY II,1,G,; ; PREREQ: GRAD ST; REG IN PROFESSIONAL THEATRE TRAINING PROG; WRIT CONS DEP CHAIR,section_listing,#,Se 001,TR,Acad Staff,bldg_and_rm,CRT,319
root,course_listing,#,941-712,CAREER PREPARATION AND DEVELOPMENT,0-1,G,; ; MAY BE RETAKEN TO MAX OF 6 SEM FOR MAX OF 4 CR. PREREQ: GRAD ST; REGIS IN PROF THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,,Se 001,W,Poulson,bldg_and_rm,END,109
root,course_listing,#,941-716,ELECTRICS AND AUDIO PRODUCTION:IA,1,G,; ; PREREQ: GRAD ST; REG IN PROFESSIONAL THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,,La 801,MF,Acad Staff,bldg_and_rm,MIT,375
root,course_listing,#,941-720,FOUNDATIONS,1,G,; ; MAY BE RETAKEN TO MAX OF 6 CR. PREREQ: REGIS IN PROF THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,,La 801,MTRF,Acad Staff,bldg_and_rm,MIT,385
root,course_listing,#,941-720,FOUNDATIONS,1,G,; ; MAY BE RETAKEN TO MAX OF 6 CR. PREREQ: REGIS IN PROF THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,,La 803,MTRF,Guse,bldg_and_rm,THR,90
root,course_listing,#,941-720,FOUNDATIONS,1,G,; ; MAY BE RETAKEN TO MAX OF 6 CR. PREREQ: REGIS IN PROF THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,,La 804,MTRF,Lieder,bldg_and_rm,THR,35
root,course_listing,#,941-729,REHEARSAL AND PERFORMANCE TECHNIQUES I,1-6,G,; ; MAY BE REPEATED TO MAX OF 9 CR. PREREQ: GRAD ST; REGIS IN PROF THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,,La 802,MTRFWMTWRF,Poulson,bldg_and_rm,MIT,385MIT
root,course_listing,#,941-729,REHEARSAL AND PERFORMANCE TECHNIQUES I,1-6,G,; ; MAY BE REPEATED TO MAX OF 9 CR. PREREQ: GRAD ST; REGIS IN PROF THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,,La 804,MTRMW,Lieder,bldg_and_rm,THR,35THR
root,course_listing,,941-732,TAILORING I,2,G,; ; PREREQ: GRAD ST; REGIS IN PROFESSIONAL THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,#,La 801,TR,Lieder,bldg_and_rm,THR,35
root,course_listing,,941-743,DRAPING II,1,G,; ; PREREQ: GRAD ST; REG IN PROFESSIONAL THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,#,La 801,MF,Acad Staff,bldg_and_rm,THR,35
root,course_listing,#+,166-410,ARCHITECTURAL DESIGN I,6,U/G,; ; PREREQ: JR ST, ACCEPTANCE TO LEVEL 2; OR CONS DEAN,section_listing,,La 801,MWF,SchermerWeismanRabinowitzAcad Staff,bldg_and_rm,AUP,TBA
root,course_listing,,941-810,STAGE MANAGEMENT COMMUNICATION TECHNIQUES: IIA,1,G,; ; PREREQ: GRAD ST; REG IN PROFESSIONAL THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,#,Se 001,TR,Poulson,bldg_and_rm,MER,147
root,course_listing,,941-816,ELECTRICS AND AUDIO PRODUCTION: IIA,1,G,; ; PREREQ: GRAD ST; REG IN PROFESSIONAL THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,#,La 801,MF,Acad Staff,bldg_and_rm,MIT,375
root,course_listing,,941-818,PAINTING AND DESIGN PROCESS: IIA,1,G,; ; PREREQ: REG IN PROFESSIONAL THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,#,La 801,TR,Graham,bldg_and_rm,MUS,102
root,course_listing,,941-818,PAINTING AND DESIGN PROCESS: IIA,1,G,; ; PREREQ: REG IN PROFESSIONAL THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,#,La 802,TR,Graham,bldg_and_rm,MUS,102
root,course_listing,,941-821,STAGE MOVEMENT IIA,1,G,; ; PREREQ: GRAD ST; REG IN PROFESSIONAL THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,#,La 801,TR,Walters,bldg_and_rm,MIT,385
root,course_listing,#,941-823,STAGE VOICE AND SPEECH II-A,2,G,; ; PREREQ: GRAD ST; REGIS IN PROFESSIONAL THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,,La 801,MFW,Adaire,bldg_and_rm,THR,7THR
root,course_listing,,941-830,STAGE MANAGEMENT PRODUCTION SKILLS: IIA,3,G,; ; PREREQ: GRAD ST; THEATRE 731, REG IN PROFESSIONAL THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,#,La 801,MF,Strawn,bldg_and_rm,ART,17
root,course_listing,,941-840,PATTERN MAKING III,2,G,; ; PREREQ: GRAD ST; REG IN PROFESSIONAL THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,#,La 801,MF,Acad Staff,bldg_and_rm,THR,35
root,course_listing,,941-861,PHYSICAL ANALYSIS II-A,1,G,; ; PREREQ: GRAD ST; REG IN PROFESSIONAL THEATRE TRAINING PROG; WRIT CONS DEPT CHAIR,section_listing,#,La 801,MW,Johnson-Chase,bldg_and_rm,MIT,385MIT
root,course_listing,#,216-390,LEGAL ENVIRONMENT OF BUSINESS,3,U,; ; (BUS ADM 390 IS NOT REQUIRED FOR THE ACCOUNTING MAJOR. ACCOUNTING STUDENTS SHOULD ENROL IN BUS ADM 391). PREREQ: SOPH ST,section_listing,,Se 001,TR,Klumb,bldg_and_rm,BOL,B46
root,course_listing,#,216-390,LEGAL ENVIRONMENT OF BUSINESS,3,U,; ; (BUS ADM 390 IS NOT REQUIRED FOR THE ACCOUNTING MAJOR. ACCOUNTING STUDENTS SHOULD ENROL IN BUS ADM 391). PREREQ: SOPH ST,section_listing,,Se 002,TR,Klumb,bldg_and_rm,BOL,B60
root,course_listing,#,216-390,LEGAL ENVIRONMENT OF BUSINESS,3,U,; ; (BUS ADM 390 IS NOT REQUIRED FOR THE ACCOUNTING MAJOR. ACCOUNTING STUDENTS SHOULD ENROL IN BUS ADM 391). PREREQ: SOPH ST,section_listing,e,Se 003,M,Sturm,bldg_and_rm,BUS,S171
root,course_listing,#+,166-420,ARCHITECTURAL DESIGN II,6,U/G,; ; PREREQ: JR ST; ARCH 410(P),section_listing,,La 801,MWF,ShieldsLACrisman,bldg_and_rm,AUP,TBA
root,course_listing,,930-101,INTRODUCTION TO THERAPEUTIC RECREATION,3,U,; (928-240) PREREQ: NONE,section_listing,,Se 001,MMWW,Coffey-Stanat,bldg_and_rm,KC,G03KC
root,course_listing,#,930-200,PSYCHO/SOCIAL ASPECTS OF LEISURE,3,U,; ; PREREQ: B OR BETTER IN THERREC 102(P) OR CONS INSTR,section_listing,,Se 001,M,Acad Staff,bldg_and_rm,HLT,G90
root,course_listing,#+,930-301,PROGRAM DEVELOPMENT AND EVALUATION IN THERAPEUTIC RECREATION,3,U,; ; PREREQ: JR ST IN THERREC MAJOR OR CONS INSTR,section_listing,e,Se 001,T,Acad Staff,bldg_and_rm,END,135
root,course_listing,#,930-304,THERAPEUTIC RECREATION IN PHYSICAL REHABILITATION,2,U,; (928-447) PREREQ: JR ST IN THERREC MAJOR OR CONS INSTR,section_listing,,Se 001,M,ThomasAcad Staff,bldg_and_rm,END,475
root,course_listing,#,930-305,THERAPEUTIC RECREATION IN PSYCHIATRY,2,U,; (928-445) PREREQ: JR ST IN THERREC MAJOR OR CONS INSTR,section_listing,e,Se 001,R,ThomasAcad Staff,bldg_and_rm,END,915
root,course_listing,#+,930-400,THERAPEUTIC RECREATION TRENDS,3,U,; ; PREREQ: SR ST IN THERREC MAJOR ON CONS INSTR,section_listing,,Se 001,W,Thomas,bldg_and_rm,END,953
root,course_listing,+,930-401,THERAPEUTIC RECREATION INTERNSHIP AND SEMINAR,12,U,; ; PREREQ: MUST HAVE COMPLETED ALL COURSE WORK IN THE THERREC MAJOR,section_listing,,Se 001,W,Thomas,bldg_and_rm,END,953
root,course_listing,,945-140,ISSUES IN CONTEMPORARY URBAN PLANNING,3,U,; (SS) PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 601-606,section_listing,e,Lc 401,TR,Roth,bldg_and_rm,AUP,170
root,course_listing,,945-140,ISSUES IN CONTEMPORARY URBAN PLANNING,3,U,; (SS) PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 601-606,section_listing,,Ds 601,M,TA,bldg_and_rm,AUP,104
root,course_listing,,945-140,ISSUES IN CONTEMPORARY URBAN PLANNING,3,U,; (SS) PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 601-606,section_listing,,Ds 602,T,TA,bldg_and_rm,AUP,104
root,course_listing,,945-140,ISSUES IN CONTEMPORARY URBAN PLANNING,3,U,; (SS) PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 601-606,section_listing,,Ds 603,T,TA,bldg_and_rm,AUP,104
root,course_listing,,945-140,ISSUES IN CONTEMPORARY URBAN PLANNING,3,U,; (SS) PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 601-606,section_listing,,Ds 604,R,TA,bldg_and_rm,AUP,104
root,course_listing,,945-140,ISSUES IN CONTEMPORARY URBAN PLANNING,3,U,; (SS) PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 601-606,section_listing,,Ds 605,R,TA,bldg_and_rm,AUP,104
root,course_listing,,945-140,ISSUES IN CONTEMPORARY URBAN PLANNING,3,U,; (SS) PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 601-606,section_listing,,Ds 606,R,TA,bldg_and_rm,AUP,104
root,course_listing,,945-315,PLANNING FOR GREAT CITIES OF THE WORLD: THEIR GROWTH & GUIDED URBANIZATION,3,U,; ; PREREQ: SOPH ST,section_listing,,Se 001,F,Mangiamele,bldg_and_rm,AUP,110
root,course_listing,#+,166-501,SURVEY OF ARCHITECTURAL ENGINEERING THEORIES,3,U/G,; ; PREREQ: SR ST; ARCH 301(P),section_listing,,Se 001,TR,Utzinger,bldg_and_rm,AUP,144
root,course_listing,,945-316,PLANNING FOR THE GREAT CITIES OF AMERICA,3,U,; ; PREREQ: SOPH ST,section_listing,,Se 001,TR,Mangiamele,bldg_and_rm,AUP,110
root,course_listing,#,945-591,INTRODUCTION TO URBAN GEOGRAPHIC INFORMATION SYSTEMS (GIS) IN PLANNING,3,U,; ; COUNTS AS REPEAT OF URBPLAN 692 WITH SAME TITLE. PREREQ: JR ST ; ; ENROL IN LC 401 AND EITHER LA 801 OR 802,section_listing,e,Lc 401,W,Fowler,bldg_and_rm,AUP,110
root,course_listing,#,945-591,INTRODUCTION TO URBAN GEOGRAPHIC INFORMATION SYSTEMS (GIS) IN PLANNING,3,U,; ; COUNTS AS REPEAT OF URBPLAN 692 WITH SAME TITLE. PREREQ: JR ST ; ; ENROL IN LC 401 AND EITHER LA 801 OR 802,section_listing,e,La 801,M,Fowler,bldg_and_rm,AUP,194
root,course_listing,#,945-591,INTRODUCTION TO URBAN GEOGRAPHIC INFORMATION SYSTEMS (GIS) IN PLANNING,3,U,; ; COUNTS AS REPEAT OF URBPLAN 692 WITH SAME TITLE. PREREQ: JR ST ; ; ENROL IN LC 401 AND EITHER LA 801 OR 802,section_listing,,La 802,T,Fowler,bldg_and_rm,AUP,194
root,course_listing,,945-614,PLANNING FOR THE SUBURBS: THEIR GROWTH, MATURITY AND REVITALIZATION,3,U/G,; ; PREREQ: SR ST,section_listing,,Se 001,TR,Mangiamele,bldg_and_rm,AUP,191
root,course_listing,,945-661,NEIGHBORHOOD PLANNING AND REVITALIZATION,3,U/G,; ; PREREQ: SR ST OR CONS INSTR,section_listing,,Se 001,W,Sanders,bldg_and_rm,BOL,B60
root,course_listing,+,945-710,PLANNING CONTEXTS AND APPLICATIONS,3,G,; (731) PREREQ: GRAD ST; ADMIS TO URBPLAN OR CONS INSTR,section_listing,e,Se 001,R,SteinkeHarris,bldg_and_rm,AUP,191
root,course_listing,#+,945-720,CITIES AND REGIONS: URBAN AND REGIONAL DEVELOPMENT THEORY AND PLANNING,3,G,; ; PREREQ: GRAD ST; ADMIS TO URBPLAN OR CONS INSTR,section_listing,e,Se 001,T,Carlson,bldg_and_rm,AUP,183
root,course_listing,#+,945-740,METHODS, APPLICATIONS, AND RESEARCH IN PLANNING AND ARCHITECTURE,3,G,; ; PREREQ: GRAD ST; ADMIS TO URBPLAN PROG, ARCH PROG, OR CONS ISTR,section_listing,,Se 001,RR,Peng,bldg_and_rm,AUP,194AUP
root,course_listing,,945-751,INTRODUCTION TO URBAN DESIGN AND PHYSICAL PLANNING,3,G,; ; PREREQ: GRAD ST,section_listing,e,Se 001,MW,Park,bldg_and_rm,AUP,144
root,course_listing,,945-791,INTRODUCTION TO URBAN GEOGRAPHIC INFORMATION SYSTEMS FOR PLANNING,3,G,; ; PREREQ: GRAD ST ; ; ENROL IN LC 401 & EITHER LA 801 OR 802,section_listing,e,Lc 401,W,Fowler,bldg_and_rm,AUP,110
root,course_listing,,945-791,INTRODUCTION TO URBAN GEOGRAPHIC INFORMATION SYSTEMS FOR PLANNING,3,G,; ; PREREQ: GRAD ST ; ; ENROL IN LC 401 & EITHER LA 801 OR 802,section_listing,e,La 801,M,Fowler,bldg_and_rm,AUP,194
root,course_listing,,945-791,INTRODUCTION TO URBAN GEOGRAPHIC INFORMATION SYSTEMS FOR PLANNING,3,G,; ; PREREQ: GRAD ST ; ; ENROL IN LC 401 & EITHER LA 801 OR 802,section_listing,,La 802,T,Fowler,bldg_and_rm,AUP,194
root,course_listing,#+,945-794,ADVANCED TECHNIQUES IN URBAN GEOGRAPHIC INFORMATION SYSTEMS,3,G,; ; PREREQ: GRAD ST, & URBPLAN 591(P) OR 791(P); OR CONS INSTR,section_listing,,Se 001,M,Peng,bldg_and_rm,AUP,194
root,course_listing,#+,166-510,SURVEY OF STRUCTURAL ANALYSIS AND DESIGN,3,U/G,; ; PREREQ: SR ST; ARCH 501(P),section_listing,,Se 001,MW,Salameh,bldg_and_rm,AUP,183
root,course_listing,,945-810,PLANNING POLICY ANALYSIS,3or6,G,; ; PREREQ: GRAD ST; URBPLAN 721(P), 731(P), 741(P) OR CONS INSTR,section_listing,e,Se 001,TR,White,bldg_and_rm,AUP,144
root,course_listing,,952-250,EXPLORING THE URBAN ENVIRONMENT,3,U,; (SS) PREREQ: NONE ; (942-250) ;,section_listing,,Se 001,TR,Braun,bldg_and_rm,BOL,B83
root,course_listing,,952-841,HEALTH POLICY IN URBAN SOCIETY,3,G,; ; PREREQ: GRAD ST,section_listing,e,Se 001,R,Greer,bldg_and_rm,BOL,778B
root,course_listing,,952-921,SEMINAR: RESEARCH METHODS IN URBAN AFFAIRS,3,G,; ; PREREQ: GRAD ST,section_listing,e,Se 001,T,Kenny,bldg_and_rm,BOL,531
root,course_listing,,952-980,GROWTH OF URBAN SOCIETY,3,G,; ; PREREQ: GRAD ST; CONS URB STD COORD,section_listing,e,Se 001,W,Rodriguez,bldg_and_rm,HLT,281
root,course_listing,,952-981,PERSPECTIVES TOWARD CHANGE IN URBAN SOCIAL INSTITUTIONS,3,G,; ; PREREQ: GRAD ST; CONS URB STD COORD,section_listing,e,Se 001,M,OlikerSeligman,bldg_and_rm,BOL,778B
root,course_listing,#+,166-516,BUILDING CONSTRUCTION,3,U/G,; ; PREREQ: SR ST; ARCH 301(P),section_listing,,Se 001,TR,VanOudenallen,bldg_and_rm,AUP,191
root,course_listing,,958-200,INTRODUCTION TO WOMENS STUDIES: A SOCIAL SCIENCE PERSPECTIVE,3,U,; (SS) MAY NOT BE TAKEN FOR CR IF WMNS 201 OR L&S-HUM 201 IS ALSO TAKEN. PREREQ: NONE,section_listing,,Se 001,TR,Acad Staff,bldg_and_rm,BOL,268
root,course_listing,,958-201,INTRODUCTION TO WOMEN'S STUDIES: A HUMANITIES PERSPECTIVE,3,U,; (HU) MAY NOT BE TAKEN FOR CR IF WMNS 200 OR L&S SS 200 IS ALSO TAKEN. PREREQ: NONE,section_listing,,Se 001,TR,Acad Staff,bldg_and_rm,MIT,195
root,course_listing,#+,166-522,ENVIRONMENTAL SYSTEMS: LIGHTING AND ACOUSTICAL DESIGN,3,U/G,; ; PREREQ: SR ST; ARCH 501(P),section_listing,,Se 001,MW,Ollswang,bldg_and_rm,AUP,104
root,course_listing,,166-531,HISTORIC CONCEPTS OF ARCHITECTURE,3,U/G,; ; PREREQ: SR ST; ARCH 300,section_listing,e,Se 001,R,Hubka,bldg_and_rm,AUP,183
root,course_listing,,166-557,BEHAVIORAL FACTORS IN HOUSING DESIGN,3,U/G,; ; PREREQ: SR ST; ARCH 302 OR CONS INSTR,section_listing,,Se 001,MW,Rapoport,bldg_and_rm,AUP,183
root,course_listing,,166-560,INTRODUCTION TO HISTORIC PRESERVATION,3,U/G,; (381) PREREQ: SR ST; ARCH 300,section_listing,,Se 001,MW,Hubbard,bldg_and_rm,AUP,144
root,course_listing,+,166-580,GRAPHIC TECHNIQUES FOR ARCHITECTS,3,U/G,; ; PREREQ: SR ST; ACCEPTANCE TO LEVEL 2 OR CONS DEAN ; ; ENROLLMENT PRIORITY GIVEN TO NEW 3 1/2 YEAR M.ARCH STUDENTS,section_listing,,La 801,F,Hubka,bldg_and_rm,AUP,191
root,course_listing,#,216-391,BUSINESS LAW I,3,U,; ; PREREQ: JR ST ; ; ENROL IN EITHER LC 401 OR 402 & ANY DS 601-603; OR ENROL IN LC 403. MIDTERM EXAMS FOR LC 401 & 402 SCHEDULED ON F 9/29 FROM 2:30-4:30PM; F 10/17 FROM 2:30-4:30PM & F 11/17 FROM 2:30-4:30PM,section_listing,,Lc 401,TR,Sturm,bldg_and_rm,BUS,S185
root,course_listing,#,216-391,BUSINESS LAW I,3,U,; ; PREREQ: JR ST ; ; ENROL IN EITHER LC 401 OR 402 & ANY DS 601-603; OR ENROL IN LC 403. MIDTERM EXAMS FOR LC 401 & 402 SCHEDULED ON F 9/29 FROM 2:30-4:30PM; F 10/17 FROM 2:30-4:30PM & F 11/17 FROM 2:30-4:30PM,section_listing,,Lc 402,TR,Sturm,bldg_and_rm,BUS,S185
root,course_listing,#,216-391,BUSINESS LAW I,3,U,; ; PREREQ: JR ST ; ; ENROL IN EITHER LC 401 OR 402 & ANY DS 601-603; OR ENROL IN LC 403. MIDTERM EXAMS FOR LC 401 & 402 SCHEDULED ON F 9/29 FROM 2:30-4:30PM; F 10/17 FROM 2:30-4:30PM & F 11/17 FROM 2:30-4:30PM,section_listing,e,Lc 403,T,Sturm,bldg_and_rm,BUS,S185
root,course_listing,#,216-391,BUSINESS LAW I,3,U,; ; PREREQ: JR ST ; ; ENROL IN EITHER LC 401 OR 402 & ANY DS 601-603; OR ENROL IN LC 403. MIDTERM EXAMS FOR LC 401 & 402 SCHEDULED ON F 9/29 FROM 2:30-4:30PM; F 10/17 FROM 2:30-4:30PM & F 11/17 FROM 2:30-4:30PM,section_listing,,Ds 601,W,Salzer,bldg_and_rm,BUS,S263
root,course_listing,#,216-391,BUSINESS LAW I,3,U,; ; PREREQ: JR ST ; ; ENROL IN EITHER LC 401 OR 402 & ANY DS 601-603; OR ENROL IN LC 403. MIDTERM EXAMS FOR LC 401 & 402 SCHEDULED ON F 9/29 FROM 2:30-4:30PM; F 10/17 FROM 2:30-4:30PM & F 11/17 FROM 2:30-4:30PM,section_listing,,Ds 602,W,Salzer,bldg_and_rm,BUS,S263
root,course_listing,#,216-391,BUSINESS LAW I,3,U,; ; PREREQ: JR ST ; ; ENROL IN EITHER LC 401 OR 402 & ANY DS 601-603; OR ENROL IN LC 403. MIDTERM EXAMS FOR LC 401 & 402 SCHEDULED ON F 9/29 FROM 2:30-4:30PM; F 10/17 FROM 2:30-4:30PM & F 11/17 FROM 2:30-4:30PM,section_listing,,Ds 603,W,Salzer,bldg_and_rm,BUS,S263
root,course_listing,#+,166-581,LAW AND PROFESSIONAL PRACTICE FOR ARCHITECTS,3,U/G,; ; PREREQ: SR ST; ACCEPTANCE TO LEVEL 2 OR CONS DEAN,section_listing,,Se 001,MW,Hubbard,bldg_and_rm,AUP,144
root,course_listing,,166-585,RESEARCH METHODS IN ARCHITECTURE,3,U/G,; ; PREREQ: SR ST & ARCH 302(C),section_listing,e,Se 001,T,Schermer,bldg_and_rm,AUP,104
root,course_listing,#+,166-637,COMPETITIONS STUDIO,6,U,; (632) PREREQ: SR ST; ARCH 420(P) OR CONS DEPT CHAIR,section_listing,,La 801,TRF,Hanlon,bldg_and_rm,AUP,TBA
root,course_listing,#+,166-750,PROSEMINAR IN ENVIRONMENT-BEHAVIOR STUDIES,3,G,; ; PREREQ: GRAD ST; ARCH 585(C), OR CONS INSTR,section_listing,,Se 001,TR,Weisman,bldg_and_rm,AUP,183
root,course_listing,#,166-780,THE BUILT ENVIRONMENT AND REAL ESTATE DEVELOPMENT,3,G,; ; PREREQ: GRAD ST,section_listing,,Se 001,MW,Rabinowitz,bldg_and_rm,AUP,104
root,course_listing,#+,166-794,PRE-THESIS OR MASTER'S PROJECT SEMINAR,1-3,G,; ; CR: 0N-3. PREREQ: GRAD ST; ELIGIBILITY FOR THESIS OR MASTER'S PROJECT NEXT SEMESTER ; ; ENROL IN SE 201 OR INDEPENDENT STUDY SECTION WHICH MUST BE ARRANGED WITH INSTR,section_listing,,Se 201,F,Faculty,bldg_and_rm,AUP,144
root,course_listing,+,166-833,CHICAGO DESIGN CRITIC STUDIO,6,G,; ; PREREQ: GRAD ST,section_listing,,La 801,TRF,Wishne,bldg_and_rm,AUP,TBA
root,course_listing,,166-834,DISTINGUISHED VISITING DESIGN CRITIC STUDIO,6,G,; ; PREREQ: GRAD ST,section_listing,#,La 801,TRF,Wishne,bldg_and_rm,AUP,TBA
root,course_listing,,168-100,BASIC ART EXPERIENCES,3,U,; (A) NOT OPEN FOR CR OR ENROLLMENT TO ART & ART EDUC MAJORS. PREREQ: NONE,section_listing,,Se 001,MW,Acad Staff,bldg_and_rm,ACL,120
root,course_listing,#,216-402,ADVANCED FINANCIAL REPORTING ISSUES,3,U,; ; PREREQ: JR ST; GRADE OF "B" OR BETTER IN BUS ADM 203(P); & BUS ADM 230(P),section_listing,,Se 001,TR,Taylor,w,bldg_and_rm,BUS,S185
root,course_listing,#,216-402,ADVANCED FINANCIAL REPORTING ISSUES,3,U,; ; PREREQ: JR ST; GRADE OF "B" OR BETTER IN BUS ADM 203(P); & BUS ADM 230(P),section_listing,e,Se 003,R,Taylor,w,bldg_and_rm,BUS,N130
root,course_listing,,168-102,BASIC DRAWING II,3,U,; ; PREREQ: ART 101(P),section_listing,#,La 801,MW,Acad Staff,bldg_and_rm,MIT,312
root,course_listing,,168-102,BASIC DRAWING II,3,U,; ; PREREQ: ART 101(P),section_listing,#,La 802,TR,Acad Staff,bldg_and_rm,MIT,312
root,course_listing,,168-105,ART SURVEY,3,U,; (A) PREREQ: NONE,section_listing,,Se 001,MW,Vansen,bldg_and_rm,ACL,120
root,course_listing,,168-124,DESIGN SURVEY,3,U,; (A) PREREQ: NONE,section_listing,,Se 001,TR,Garrison,bldg_and_rm,ACL,120
root,course_listing,#,216-403,ACCOUNTING: CONSOLIDATIONS AND NON-PROFIT ORGANIZATIONS,3,U,; ; PREREQ: JR ST; BUS ADM 402(P),section_listing,,Se 001,TR,Saemann,bldg_and_rm,BUS,S263
root,course_listing,#,216-403,ACCOUNTING: CONSOLIDATIONS AND NON-PROFIT ORGANIZATIONS,3,U,; ; PREREQ: JR ST; BUS ADM 402(P),section_listing,e,Se 002,T,Saemann,bldg_and_rm,BUS,N337
root,course_listing,,168-243,INTRODUCTION TO PAINTING,3,U,; ; PREREQ: 6 CR FOUNDATIONS COURSES {ART 101(P), 102(P), 108(P), 109(P)},section_listing,,La 801,TR,Sargent,bldg_and_rm,MIT,309
