root,course_listing,note,course,title,credits,level,restrictions,section_listing,section_note,section,days,instructor,hours,start,end
root,course_listing,,754-107,PHYSICS IN EVERYDAY LIFE,3,U,; (NS) NOT OPEN TO STUDENTS WITH FR SEM 160 OR PHYSICS 120(ER), 209(ER), OR 219(207)(ER). PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 601-606; OR ENROL IN LC 402 & ANY DS 607-613,section_listing,,Lc 402,TR,Wood,hours,,12:30pm
root,course_listing,,754-107,PHYSICS IN EVERYDAY LIFE,3,U,; (NS) NOT OPEN TO STUDENTS WITH FR SEM 160 OR PHYSICS 120(ER), 209(ER), OR 219(207)(ER). PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 601-606; OR ENROL IN LC 402 & ANY DS 607-613,section_listing,,Ds 601,T,Komp,hours,,9:30am
root,course_listing,,754-107,PHYSICS IN EVERYDAY LIFE,3,U,; (NS) NOT OPEN TO STUDENTS WITH FR SEM 160 OR PHYSICS 120(ER), 209(ER), OR 219(207)(ER). PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 601-606; OR ENROL IN LC 402 & ANY DS 607-613,section_listing,,Ds 602,T,Gratke,hours,,11:30am
root,course_listing,,754-107,PHYSICS IN EVERYDAY LIFE,3,U,; (NS) NOT OPEN TO STUDENTS WITH FR SEM 160 OR PHYSICS 120(ER), 209(ER), OR 219(207)(ER). PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 601-606; OR ENROL IN LC 402 & ANY DS 607-613,section_listing,,Ds 603,T,Gratke,hours,,12:30pm
root,course_listing,,754-107,PHYSICS IN EVERYDAY LIFE,3,U,; (NS) NOT OPEN TO STUDENTS WITH FR SEM 160 OR PHYSICS 120(ER), 209(ER), OR 219(207)(ER). PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 601-606; OR ENROL IN LC 402 & ANY DS 607-613,section_listing,,Ds 604,R,Komp,hours,,9:30am
root,course_listing,,754-107,PHYSICS IN EVERYDAY LIFE,3,U,; (NS) NOT OPEN TO STUDENTS WITH FR SEM 160 OR PHYSICS 120(ER), 209(ER), OR 219(207)(ER). PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 601-606; OR ENROL IN LC 402 & ANY DS 607-613,section_listing,,Ds 605,R,Gratke,hours,,11:30am
root,course_listing,,754-107,PHYSICS IN EVERYDAY LIFE,3,U,; (NS) NOT OPEN TO STUDENTS WITH FR SEM 160 OR PHYSICS 120(ER), 209(ER), OR 219(207)(ER). PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 601-606; OR ENROL IN LC 402 & ANY DS 607-613,section_listing,,Ds 606,R,Gratke,hours,,12:30pm
root,course_listing,,754-107,PHYSICS IN EVERYDAY LIFE,3,U,; (NS) NOT OPEN TO STUDENTS WITH FR SEM 160 OR PHYSICS 120(ER), 209(ER), OR 219(207)(ER). PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 601-606; OR ENROL IN LC 402 & ANY DS 607-613,section_listing,,Ds 607,R,Komp,hours,,10:30am
root,course_listing,,754-107,PHYSICS IN EVERYDAY LIFE,3,U,; (NS) NOT OPEN TO STUDENTS WITH FR SEM 160 OR PHYSICS 120(ER), 209(ER), OR 219(207)(ER). PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 601-606; OR ENROL IN LC 402 & ANY DS 607-613,section_listing,,Ds 608,M,Ahern,hours,,12:30pm
root,course_listing,,754-107,PHYSICS IN EVERYDAY LIFE,3,U,; (NS) NOT OPEN TO STUDENTS WITH FR SEM 160 OR PHYSICS 120(ER), 209(ER), OR 219(207)(ER). PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 601-606; OR ENROL IN LC 402 & ANY DS 607-613,section_listing,,Ds 609,M,Ahern,hours,,1:30pm
root,course_listing,,754-107,PHYSICS IN EVERYDAY LIFE,3,U,; (NS) NOT OPEN TO STUDENTS WITH FR SEM 160 OR PHYSICS 120(ER), 209(ER), OR 219(207)(ER). PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 601-606; OR ENROL IN LC 402 & ANY DS 607-613,section_listing,,Ds 610,T,Ahern,hours,,8:30am
root,course_listing,,754-107,PHYSICS IN EVERYDAY LIFE,3,U,; (NS) NOT OPEN TO STUDENTS WITH FR SEM 160 OR PHYSICS 120(ER), 209(ER), OR 219(207)(ER). PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 601-606; OR ENROL IN LC 402 & ANY DS 607-613,section_listing,,Ds 611,T,Komp,hours,,10:30am
root,course_listing,,754-107,PHYSICS IN EVERYDAY LIFE,3,U,; (NS) NOT OPEN TO STUDENTS WITH FR SEM 160 OR PHYSICS 120(ER), 209(ER), OR 219(207)(ER). PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 601-606; OR ENROL IN LC 402 & ANY DS 607-613,section_listing,,Ds 612,W,Ahern,hours,,12:30pm
root,course_listing,,754-107,PHYSICS IN EVERYDAY LIFE,3,U,; (NS) NOT OPEN TO STUDENTS WITH FR SEM 160 OR PHYSICS 120(ER), 209(ER), OR 219(207)(ER). PREREQ: NONE ; ; ENROL IN LC 401 & ANY DS 601-606; OR ENROL IN LC 402 & ANY DS 607-613,section_listing,,Ds 613,W,Ahern,hours,,1:30pm
root,course_listing,,754-108,LABORATORY FOR PHYSICS IN EVERYDAY LIFE,1,U,; (NS+) PREREQ: PHYSICS 107(C),section_listing,,La 801,W,LymanParikatil,hours,1:30pm,4:20pm
root,course_listing,,754-108,LABORATORY FOR PHYSICS IN EVERYDAY LIFE,1,U,; (NS+) PREREQ: PHYSICS 107(C),section_listing,e,La 802,W,LymanParikatil,hours,4:30pm,7:20pm
root,course_listing,,754-108,LABORATORY FOR PHYSICS IN EVERYDAY LIFE,1,U,; (NS+) PREREQ: PHYSICS 107(C),section_listing,,La 803,R,LymanRay Majumder,hours,2:30pm,5:20pm
root,course_listing,,754-108,LABORATORY FOR PHYSICS IN EVERYDAY LIFE,1,U,; (NS+) PREREQ: PHYSICS 107(C),section_listing,,La 804,T,LymanRay Majumder,hours,2:30pm,5:20pm
root,course_listing,,754-108,LABORATORY FOR PHYSICS IN EVERYDAY LIFE,1,U,; (NS+) PREREQ: PHYSICS 107(C),section_listing,e,La 805,M,LymanParikatil,hours,6:30pm,9:20pm
root,course_listing,,754-110,PHYSICS FOR THE HEALTH PROFESSIONS,3,U,; (NS) NOT OPEN TO STUDENTS WHO HAVE HAD PHYSICS 120(ER), 209(ER), OR 219(207)(ER). PREREQ: HIGH SCHOOL GENERAL SCIENCE; & MATH PLACEMENT LEVEL C,section_listing,,Se 001,MWF,Gordon,hours,,8:30am
root,course_listing,,754-120,GENERAL PHYSICS I (NON-CALCULUS TREATMENT),4,U,; (NS) ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: MATH PLACEMENT LEVEL C; HS TRIG OR PHYSICS 100 STRONGLY RECOM ; ; ENROL IN LC 401 & ANY DS 601-603; OR ENROL IN LC 402 & ANY DS 605-608; OR ENROL IN LC 403 & DS 609,section_listing,,Lc 401,MWF,Wood,hours,,8:30am
root,course_listing,,754-120,GENERAL PHYSICS I (NON-CALCULUS TREATMENT),4,U,; (NS) ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: MATH PLACEMENT LEVEL C; HS TRIG OR PHYSICS 100 STRONGLY RECOM ; ; ENROL IN LC 401 & ANY DS 601-603; OR ENROL IN LC 402 & ANY DS 605-608; OR ENROL IN LC 403 & DS 609,section_listing,,Lc 402,MWF,Wood,hours,,12:30pm
root,course_listing,,754-120,GENERAL PHYSICS I (NON-CALCULUS TREATMENT),4,U,; (NS) ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: MATH PLACEMENT LEVEL C; HS TRIG OR PHYSICS 100 STRONGLY RECOM ; ; ENROL IN LC 401 & ANY DS 601-603; OR ENROL IN LC 402 & ANY DS 605-608; OR ENROL IN LC 403 & DS 609,section_listing,e,Lc 403,MW,Lundgren,hours,6:00pm,7:15pm
root,course_listing,,754-120,GENERAL PHYSICS I (NON-CALCULUS TREATMENT),4,U,; (NS) ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: MATH PLACEMENT LEVEL C; HS TRIG OR PHYSICS 100 STRONGLY RECOM ; ; ENROL IN LC 401 & ANY DS 601-603; OR ENROL IN LC 402 & ANY DS 605-608; OR ENROL IN LC 403 & DS 609,section_listing,,Ds 601,TR,Tsokaros,hours,,8:30am
root,course_listing,,754-120,GENERAL PHYSICS I (NON-CALCULUS TREATMENT),4,U,; (NS) ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: MATH PLACEMENT LEVEL C; HS TRIG OR PHYSICS 100 STRONGLY RECOM ; ; ENROL IN LC 401 & ANY DS 601-603; OR ENROL IN LC 402 & ANY DS 605-608; OR ENROL IN LC 403 & DS 609,section_listing,,Ds 602,TR,Tsokaros,hours,,9:30am
root,course_listing,,754-120,GENERAL PHYSICS I (NON-CALCULUS TREATMENT),4,U,; (NS) ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: MATH PLACEMENT LEVEL C; HS TRIG OR PHYSICS 100 STRONGLY RECOM ; ; ENROL IN LC 401 & ANY DS 601-603; OR ENROL IN LC 402 & ANY DS 605-608; OR ENROL IN LC 403 & DS 609,section_listing,,Ds 603,TR,Tsokaros,hours,,11:30am
root,course_listing,,754-120,GENERAL PHYSICS I (NON-CALCULUS TREATMENT),4,U,; (NS) ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: MATH PLACEMENT LEVEL C; HS TRIG OR PHYSICS 100 STRONGLY RECOM ; ; ENROL IN LC 401 & ANY DS 601-603; OR ENROL IN LC 402 & ANY DS 605-608; OR ENROL IN LC 403 & DS 609,section_listing,,Ds 605,TR,Hu,hours,,9:30am
root,course_listing,,754-120,GENERAL PHYSICS I (NON-CALCULUS TREATMENT),4,U,; (NS) ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: MATH PLACEMENT LEVEL C; HS TRIG OR PHYSICS 100 STRONGLY RECOM ; ; ENROL IN LC 401 & ANY DS 601-603; OR ENROL IN LC 402 & ANY DS 605-608; OR ENROL IN LC 403 & DS 609,section_listing,,Ds 606,TR,Hu,hours,,10:30am
root,course_listing,,754-120,GENERAL PHYSICS I (NON-CALCULUS TREATMENT),4,U,; (NS) ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: MATH PLACEMENT LEVEL C; HS TRIG OR PHYSICS 100 STRONGLY RECOM ; ; ENROL IN LC 401 & ANY DS 601-603; OR ENROL IN LC 402 & ANY DS 605-608; OR ENROL IN LC 403 & DS 609,section_listing,,Ds 607,TR,Hu,hours,,12:30pm
root,course_listing,,754-120,GENERAL PHYSICS I (NON-CALCULUS TREATMENT),4,U,; (NS) ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: MATH PLACEMENT LEVEL C; HS TRIG OR PHYSICS 100 STRONGLY RECOM ; ; ENROL IN LC 401 & ANY DS 601-603; OR ENROL IN LC 402 & ANY DS 605-608; OR ENROL IN LC 403 & DS 609,section_listing,,Ds 608,TR,Toppin,hours,,11:30am
root,course_listing,,754-120,GENERAL PHYSICS I (NON-CALCULUS TREATMENT),4,U,; (NS) ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: MATH PLACEMENT LEVEL C; HS TRIG OR PHYSICS 100 STRONGLY RECOM ; ; ENROL IN LC 401 & ANY DS 601-603; OR ENROL IN LC 402 & ANY DS 605-608; OR ENROL IN LC 403 & DS 609,section_listing,e,Ds 609,MW,Lundgren,hours,,7:30pm
root,course_listing,,754-121,GENERAL PHYSICS LABORATORY I (NON-CALCULUS TREATMENT),1,U,; (NS+) ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES 5 CR MAX TOWARD GRADUATION. PREREQ: PHYSICS 120(C),section_listing,,La 801,M,LiChaudhuri,hours,1:30pm,4:20pm
root,course_listing,,754-121,GENERAL PHYSICS LABORATORY I (NON-CALCULUS TREATMENT),1,U,; (NS+) ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES 5 CR MAX TOWARD GRADUATION. PREREQ: PHYSICS 120(C),section_listing,,La 802,T,LiPetrusevich,hours,2:30pm,5:20pm
root,course_listing,,754-121,GENERAL PHYSICS LABORATORY I (NON-CALCULUS TREATMENT),1,U,; (NS+) ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES 5 CR MAX TOWARD GRADUATION. PREREQ: PHYSICS 120(C),section_listing,,La 804,W,LiLazarov,hours,1:30pm,4:20pm
root,course_listing,,754-121,GENERAL PHYSICS LABORATORY I (NON-CALCULUS TREATMENT),1,U,; (NS+) ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES 5 CR MAX TOWARD GRADUATION. PREREQ: PHYSICS 120(C),section_listing,e,La 805,W,LiPetrusevich,hours,4:30pm,7:20pm
root,course_listing,,754-121,GENERAL PHYSICS LABORATORY I (NON-CALCULUS TREATMENT),1,U,; (NS+) ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES 5 CR MAX TOWARD GRADUATION. PREREQ: PHYSICS 120(C),section_listing,,La 806,R,LiPetrusevich,hours,2:30pm,5:20pm
root,course_listing,,754-121,GENERAL PHYSICS LABORATORY I (NON-CALCULUS TREATMENT),1,U,; (NS+) ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES 5 CR MAX TOWARD GRADUATION. PREREQ: PHYSICS 120(C),section_listing,e,La 807,R,LiChaudhuri,hours,5:30pm,8:20pm
root,course_listing,,754-122,GENERAL PHYSICS II (NON-CALCULUS TREATMENT),4,U,; (NS) ANY COMBINATION OF PHYSICS 122, 123, 210, 215, 220 CARRIES 5 CR MAX TOWARD GRADUATION. PREREQ: PHYSICS 120(NP) ; ; ENROL IN LC 401 & ANY DS 601-603,section_listing,,Lc 401,MWF,Gaffney,hours,,10:30am
root,course_listing,,754-122,GENERAL PHYSICS II (NON-CALCULUS TREATMENT),4,U,; (NS) ANY COMBINATION OF PHYSICS 122, 123, 210, 215, 220 CARRIES 5 CR MAX TOWARD GRADUATION. PREREQ: PHYSICS 120(NP) ; ; ENROL IN LC 401 & ANY DS 601-603,section_listing,,Ds 601,TR,Jiang,hours,,8:30am
root,course_listing,,754-122,GENERAL PHYSICS II (NON-CALCULUS TREATMENT),4,U,; (NS) ANY COMBINATION OF PHYSICS 122, 123, 210, 215, 220 CARRIES 5 CR MAX TOWARD GRADUATION. PREREQ: PHYSICS 120(NP) ; ; ENROL IN LC 401 & ANY DS 601-603,section_listing,,Ds 602,TR,Jiang,hours,,9:30am
root,course_listing,,754-122,GENERAL PHYSICS II (NON-CALCULUS TREATMENT),4,U,; (NS) ANY COMBINATION OF PHYSICS 122, 123, 210, 215, 220 CARRIES 5 CR MAX TOWARD GRADUATION. PREREQ: PHYSICS 120(NP) ; ; ENROL IN LC 401 & ANY DS 601-603,section_listing,,Ds 603,TR,Jiang,hours,,11:30am
root,course_listing,,156-497,STUDY ABROAD,1-12,U,; ; RETAKABLE W/CHG IN TOPIC. PREREQ: ACCEPTANCE FOR STUDY ABROAD PROG ; ; STUDY ABROAD REQUIRES ACCEPTANCE IN UWM-SPONSORED PROG. CONTACT L&S OVERSEAS PROG, GAR 107, 229-5182,section_listing,,Se 101,,Faculty,hours,,To be Arranged
root,course_listing,#,754-123,GENERAL PHYSICS LABORATORY II (NON-CALCULUS TREATMENT),1,U,; (NS+) ANY COMBINATION OF PHYSICS 122, 123, 210, 215, 220 CARRIES 5 CR MAX TOWARD GRADUATION. PREREQ: PHYSICS 122(C),section_listing,,La 801,M,HirschmuglBunta,hours,1:30pm,4:20pm
root,course_listing,#,754-123,GENERAL PHYSICS LABORATORY II (NON-CALCULUS TREATMENT),1,U,; (NS+) ANY COMBINATION OF PHYSICS 122, 123, 210, 215, 220 CARRIES 5 CR MAX TOWARD GRADUATION. PREREQ: PHYSICS 122(C),section_listing,,La 803,R,HirschmuglBunta,hours,2:30pm,5:20pm
root,course_listing,,754-209,PHYSICS I (CALCULUS TREATMENT),4,U,; (NS) COUNTS AS REPEAT OF 4 CR PHYSICS 219. ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: MATH 227(C), 228(C), OR 232(C) ; ; ENROL IN LC 401 & EITHER DS 601 OR 602; OR ENROL IN LC 402 & ANY DS 603-606; OR ENROL IN LC 403 & DS 607. STUDENTS WHO HAVE TAKEN MATH 231 ARE DISCOURAGED FROM TAKING LC 401.,section_listing,,Lc 401,MWF,Wood,hours,,9:30am
root,course_listing,,754-209,PHYSICS I (CALCULUS TREATMENT),4,U,; (NS) COUNTS AS REPEAT OF 4 CR PHYSICS 219. ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: MATH 227(C), 228(C), OR 232(C) ; ; ENROL IN LC 401 & EITHER DS 601 OR 602; OR ENROL IN LC 402 & ANY DS 603-606; OR ENROL IN LC 403 & DS 607. STUDENTS WHO HAVE TAKEN MATH 231 ARE DISCOURAGED FROM TAKING LC 401.,section_listing,,Lc 402,MWF,Guptasarma,hours,,11:30am
root,course_listing,,754-209,PHYSICS I (CALCULUS TREATMENT),4,U,; (NS) COUNTS AS REPEAT OF 4 CR PHYSICS 219. ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: MATH 227(C), 228(C), OR 232(C) ; ; ENROL IN LC 401 & EITHER DS 601 OR 602; OR ENROL IN LC 402 & ANY DS 603-606; OR ENROL IN LC 403 & DS 607. STUDENTS WHO HAVE TAKEN MATH 231 ARE DISCOURAGED FROM TAKING LC 401.,section_listing,e,Lc 403,TR,Mcadam,hours,6:00pm,7:15pm
root,course_listing,,754-209,PHYSICS I (CALCULUS TREATMENT),4,U,; (NS) COUNTS AS REPEAT OF 4 CR PHYSICS 219. ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: MATH 227(C), 228(C), OR 232(C) ; ; ENROL IN LC 401 & EITHER DS 601 OR 602; OR ENROL IN LC 402 & ANY DS 603-606; OR ENROL IN LC 403 & DS 607. STUDENTS WHO HAVE TAKEN MATH 231 ARE DISCOURAGED FROM TAKING LC 401.,section_listing,,Ds 601,TR,Poyser,hours,,8:30am
root,course_listing,,754-209,PHYSICS I (CALCULUS TREATMENT),4,U,; (NS) COUNTS AS REPEAT OF 4 CR PHYSICS 219. ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: MATH 227(C), 228(C), OR 232(C) ; ; ENROL IN LC 401 & EITHER DS 601 OR 602; OR ENROL IN LC 402 & ANY DS 603-606; OR ENROL IN LC 403 & DS 607. STUDENTS WHO HAVE TAKEN MATH 231 ARE DISCOURAGED FROM TAKING LC 401.,section_listing,,Ds 602,TR,Poyser,hours,,10:30am
root,course_listing,,754-209,PHYSICS I (CALCULUS TREATMENT),4,U,; (NS) COUNTS AS REPEAT OF 4 CR PHYSICS 219. ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: MATH 227(C), 228(C), OR 232(C) ; ; ENROL IN LC 401 & EITHER DS 601 OR 602; OR ENROL IN LC 402 & ANY DS 603-606; OR ENROL IN LC 403 & DS 607. STUDENTS WHO HAVE TAKEN MATH 231 ARE DISCOURAGED FROM TAKING LC 401.,section_listing,,Ds 603,TR,Dragotta,hours,,11:30am
root,course_listing,,754-209,PHYSICS I (CALCULUS TREATMENT),4,U,; (NS) COUNTS AS REPEAT OF 4 CR PHYSICS 219. ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: MATH 227(C), 228(C), OR 232(C) ; ; ENROL IN LC 401 & EITHER DS 601 OR 602; OR ENROL IN LC 402 & ANY DS 603-606; OR ENROL IN LC 403 & DS 607. STUDENTS WHO HAVE TAKEN MATH 231 ARE DISCOURAGED FROM TAKING LC 401.,section_listing,,Ds 604,TR,Gaffney,hours,,8:30am
root,course_listing,,754-209,PHYSICS I (CALCULUS TREATMENT),4,U,; (NS) COUNTS AS REPEAT OF 4 CR PHYSICS 219. ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: MATH 227(C), 228(C), OR 232(C) ; ; ENROL IN LC 401 & EITHER DS 601 OR 602; OR ENROL IN LC 402 & ANY DS 603-606; OR ENROL IN LC 403 & DS 607. STUDENTS WHO HAVE TAKEN MATH 231 ARE DISCOURAGED FROM TAKING LC 401.,section_listing,,Ds 605,TR,Gaffney,hours,,9:30am
root,course_listing,,754-209,PHYSICS I (CALCULUS TREATMENT),4,U,; (NS) COUNTS AS REPEAT OF 4 CR PHYSICS 219. ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: MATH 227(C), 228(C), OR 232(C) ; ; ENROL IN LC 401 & EITHER DS 601 OR 602; OR ENROL IN LC 402 & ANY DS 603-606; OR ENROL IN LC 403 & DS 607. STUDENTS WHO HAVE TAKEN MATH 231 ARE DISCOURAGED FROM TAKING LC 401.,section_listing,,Ds 606,TR,Gaffney,hours,,10:30am
root,course_listing,,754-209,PHYSICS I (CALCULUS TREATMENT),4,U,; (NS) COUNTS AS REPEAT OF 4 CR PHYSICS 219. ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: MATH 227(C), 228(C), OR 232(C) ; ; ENROL IN LC 401 & EITHER DS 601 OR 602; OR ENROL IN LC 402 & ANY DS 603-606; OR ENROL IN LC 403 & DS 607. STUDENTS WHO HAVE TAKEN MATH 231 ARE DISCOURAGED FROM TAKING LC 401.,section_listing,e,Ds 607,TR,Mcadam,hours,,7:30pm
root,course_listing,,754-210,PHYSICS II (CALCULUS TREATMENT),4,U,; (NS) COUNTS AS REPEAT OF 4 CR PHYSICS 220. ANY COMBINATION OF PHYSICS 122, 123, 210, 215, 220 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: PHYSICS 209(NP) OR 219(NP); MATH 229(C) OR 233(C) ; ; ENROL IN LC 401 & ANY DS 601-604,section_listing,,Lc 401,MWF,Wiseman,hours,,10:30am
root,course_listing,,754-210,PHYSICS II (CALCULUS TREATMENT),4,U,; (NS) COUNTS AS REPEAT OF 4 CR PHYSICS 220. ANY COMBINATION OF PHYSICS 122, 123, 210, 215, 220 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: PHYSICS 209(NP) OR 219(NP); MATH 229(C) OR 233(C) ; ; ENROL IN LC 401 & ANY DS 601-604,section_listing,,Ds 601,TR,Tang,hours,,8:30am
root,course_listing,,754-210,PHYSICS II (CALCULUS TREATMENT),4,U,; (NS) COUNTS AS REPEAT OF 4 CR PHYSICS 220. ANY COMBINATION OF PHYSICS 122, 123, 210, 215, 220 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: PHYSICS 209(NP) OR 219(NP); MATH 229(C) OR 233(C) ; ; ENROL IN LC 401 & ANY DS 601-604,section_listing,,Ds 602,TR,Tang,hours,,10:30am
root,course_listing,,754-210,PHYSICS II (CALCULUS TREATMENT),4,U,; (NS) COUNTS AS REPEAT OF 4 CR PHYSICS 220. ANY COMBINATION OF PHYSICS 122, 123, 210, 215, 220 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: PHYSICS 209(NP) OR 219(NP); MATH 229(C) OR 233(C) ; ; ENROL IN LC 401 & ANY DS 601-604,section_listing,,Ds 603,TR,Tang,hours,,11:30am
root,course_listing,,754-210,PHYSICS II (CALCULUS TREATMENT),4,U,; (NS) COUNTS AS REPEAT OF 4 CR PHYSICS 220. ANY COMBINATION OF PHYSICS 122, 123, 210, 215, 220 CARRIES MAX 5 CR TOWARD GRADUATION. PREREQ: PHYSICS 209(NP) OR 219(NP); MATH 229(C) OR 233(C) ; ; ENROL IN LC 401 & ANY DS 601-604,section_listing,,Ds 604,TR,Dudek,hours,,10:30am
root,course_listing,#,754-214,LAB PHYSICS I (CALCULUS TREATMENT),1,U,; (NS+) COUNTS AS REPEAT OF 1 CR PHYSICS 219. ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES 5 CR MAX TOWARD GRADUATION. PREREQ: PHYSICS 209(C),section_listing,,La 801,M,GajdardziskaLazarov,hours,1:30pm,4:20pm
root,course_listing,#,754-214,LAB PHYSICS I (CALCULUS TREATMENT),1,U,; (NS+) COUNTS AS REPEAT OF 1 CR PHYSICS 219. ANY COMBINATION OF PHYSICS 120, 121, 209, 214, 219 CARRIES 5 CR MAX TOWARD GRADUATION. PREREQ: PHYSICS 209(C),section_listing,,La 802,R,GajdardziskaLazarov,hours,2:30pm,5:20pm
root,course_listing,#,754-215,LAB PHYSICS II (CALCULUS TREATMENT),1,U,; (NS+) COUNTS AS REPEAT OF 1 CR PHYSICS 220. ANY COMBINATION OF PHYSICS 122, 123, 210, 215, 220 CARRIES 5 CR MAX TOWARD GRADUATION. PREREQ: PHYSICS 210(C),section_listing,,La 802,W,SarmaChaudhuri,hours,1:30pm,4:20pm
root,course_listing,,754-297,STUDY ABROAD,1-12,U,; ; RETAKABLE W/CHANGE IN TOPIC. PREREQ: ACCEPTANCE FOR STUDY ABROAD PROG ; ; STUDY ABROAD REQUIRES ACCEPTANCE IN UWM-SPONSORED PROG. CONTACT L&S OVERSEAS PROG, GAR 107, 229-5182,section_listing,,Se 101,,Faculty,hours,,To be Arranged
root,course_listing,,754-309,PHYSICS III: MODERN PHYSICS,3,U,; (NS+) NOT OPEN FOR CR TO STUDENTS WHO HAVE HAD PHYSICS 341. PREREQ: PHYSICS 210(NP) OR 220(NP); MATH 233(C) ; (221) ;,section_listing,,Se 001,MWF,Gaffney,hours,,12:30pm
root,course_listing,,754-317,THERMODYNAMICS,3,U,; (417) PREREQ: JR ST; PHYSICS 209(NP) OR 219(NP) & MATH 233(P),section_listing,,Se 001,MWF,Yakovlev,hours,,10:30am
root,course_listing,,754-370,COMPUTATIONAL PHYSICS,3,U,; ; PREREQ: PHYSICS 309(221)(P); MATH 234(P) OR ELECENG 234(P); PHYSICS 270(260)(P) OR COMPSCI 151(P),section_listing,,Se 001,TR,ParkerJohnson,hours,11:30am,1:20pm
root,course_listing,#,216-360,PRINCIPLES OF MARKETING,3,U,; ; PREREQ: JR ST; ECON 104(P) ; ; ENROL IN LC 401 & ANY DS 601-608; OR ENROL IN LC 402 & EITHER DS 609 OR 610,section_listing,,Lc 401,MW,Gupta,hours,,2:30pm
root,course_listing,#,216-360,PRINCIPLES OF MARKETING,3,U,; ; PREREQ: JR ST; ECON 104(P) ; ; ENROL IN LC 401 & ANY DS 601-608; OR ENROL IN LC 402 & EITHER DS 609 OR 610,section_listing,e,Lc 402,T,Bhatnagar,hours,5:30pm,7:10pm
