table,table ID,T,O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDER-PRIORITY,O_CLERK,O_SHIP-PRIORITY,O_COMMENT
table,orders,T,26181,1456,F,32732.05,1994-04-14,4-NOT SPECIFIED,Clerk#000000015,0,furiously even packages cajole. permanently bold accounts will have to affix 
table,orders,T,26182,28,F,193983.45,1993-01-17,4-NOT SPECIFIED,Clerk#000000807,0,furiously final ideas cajole blithely c
table,orders,T,26183,1259,O,41083.77,1996-02-21,2-HIGH,Clerk#000000357,0,silently final platelets mai
table,orders,T,26208,755,O,161392.92,1996-03-21,4-NOT SPECIFIED,Clerk#000000901,0,pending, special packages detect quickly. furiously special deposits sleep
table,orders,T,26209,1015,O,85655.99,1997-04-30,1-URGENT,Clerk#000000226,0,final ideas according to the fluffily ironic accounts are regular instructi
table,orders,T,26210,1499,F,203425.25,1993-02-26,4-NOT SPECIFIED,Clerk#000000344,0,even dolphins according to the furiousl
table,orders,T,26211,406,O,28962.96,1996-02-03,3-MEDIUM,Clerk#000000355,0,furiously ironic platelets haggle slyly. quickly express co
table,orders,T,26212,196,O,267215.93,1996-04-06,5-LOW,Clerk#000000055,0,furiously even dependencies sleep slyly unusual, silent deposits. slyly final
table,orders,T,26213,604,O,67958.62,1997-01-17,2-HIGH,Clerk#000000415,0,foxes boost ironically. even dependencies agai
table,orders,T,26214,1138,O,137884.01,1995-11-21,3-MEDIUM,Clerk#000000091,0,deposits against the slyly ironic deposits sleep ironi
table,orders,T,26215,619,O,213144.02,1995-07-05,4-NOT SPECIFIED,Clerk#000000935,0,quickly ironic deposits haggle slyly. packages use. bravely express excuses 
table,orders,T,26240,61,F,257648.32,1994-12-20,1-URGENT,Clerk#000000885,0,quickly ironic deposits affix about the slyly pending requests. slyly ironic p
table,orders,T,26241,13,O,268342.50,1996-02-10,4-NOT SPECIFIED,Clerk#000000243,0,carefully unusual deposi
table,orders,T,26242,532,O,290901.93,1996-12-27,3-MEDIUM,Clerk#000000828,0,carefully unusual requests aft
table,orders,T,26243,16,O,153793.57,1995-07-17,5-LOW,Clerk#000000702,0,pending deposits are furiously. even, brave dolphins haggle slyly above the b
table,orders,T,26244,422,F,169151.42,1993-08-04,2-HIGH,Clerk#000000164,0,quickly express accounts a
table,orders,T,26245,1165,F,27720.11,1995-01-19,3-MEDIUM,Clerk#000000104,0,slyly final accounts
table,orders,T,26246,1297,O,92590.83,1995-04-29,2-HIGH,Clerk#000000444,0,slyly unusual instructions above the ex
table,orders,T,26247,764,O,52662.07,1997-11-07,1-URGENT,Clerk#000000350,0,carefully ironic pinto
table,orders,T,26272,727,F,175382.02,1992-06-30,5-LOW,Clerk#000000870,0,express dinos are carefully a
table,orders,T,26273,206,O,263678.70,1997-12-26,2-HIGH,Clerk#000000238,0,regular packages sleep to 
table,orders,T,26274,247,F,243472.89,1992-06-13,4-NOT SPECIFIED,Clerk#000000865,0,even theodolites nag across the fin
table,orders,T,26275,1436,F,1258.33,1993-12-22,3-MEDIUM,Clerk#000000263,0,ironic requests among the slyly express
table,orders,T,26276,719,F,113992.56,1993-09-13,5-LOW,Clerk#000000116,0,slyly ironic requests haggle quickl
table,orders,T,26277,602,O,89797.37,1995-06-28,3-MEDIUM,Clerk#000000673,0,furiously ironic excuses are furiously along
table,orders,T,26278,775,F,109235.47,1994-03-19,2-HIGH,Clerk#000000408,0,furiously silent deposits integrate across the carefully bold theodo
table,orders,T,26279,313,F,275148.17,1994-07-31,4-NOT SPECIFIED,Clerk#000000068,0,fluffily regular ideas w
table,orders,T,26304,1124,P,322194.40,1995-03-20,3-MEDIUM,Clerk#000000248,0,silent, regular acc
table,orders,T,26305,1387,F,174029.25,1993-12-03,3-MEDIUM,Clerk#000000316,0,dependencies wake slyly against the theodolites. even, even foxes cajole bli
table,orders,T,26306,922,F,242020.26,1992-10-31,5-LOW,Clerk#000000463,0,slyly pending instructions are furiously blithely special ideas. special a
table,orders,T,26307,404,O,194780.04,1996-06-13,2-HIGH,Clerk#000000302,0,packages haggle after the ironic, ironic dugouts. quietly even ideas
table,orders,T,26308,409,O,135993.57,1995-12-02,4-NOT SPECIFIED,Clerk#000000940,0,excuses haggle carefully above the carefully unusual excuses! slyly sly de
table,orders,T,26309,1367,F,271421.11,1992-02-20,5-LOW,Clerk#000000765,0,special theodolites h
table,orders,T,26310,920,F,130194.46,1992-07-30,4-NOT SPECIFIED,Clerk#000000462,0,permanently regular frays according to the carefully even depos
table,orders,T,26311,445,O,163019.80,1995-10-31,3-MEDIUM,Clerk#000000458,0,furiously bold pains are carefully. regular, final packages haggl
table,orders,T,26336,523,F,112425.92,1992-05-27,2-HIGH,Clerk#000000802,0,blithely regular instructions cajole above the ironic cou
table,orders,T,26337,109,F,104392.99,1994-11-08,1-URGENT,Clerk#000000893,0,ruthless excuses haggle furiously unusual accounts. carefully pen
table,orders,T,26338,436,F,157933.00,1992-03-30,2-HIGH,Clerk#000000565,0,unusual, special pinto beans sleep furi
table,orders,T,26339,757,F,100366.04,1992-08-15,5-LOW,Clerk#000000275,0,regular platelets hinder furiously after the furiously bold requests. f
table,orders,T,26340,524,O,119382.75,1997-09-27,3-MEDIUM,Clerk#000000757,0,furiously unusual deposits haggle about the final de
table,orders,T,26341,1309,F,104438.99,1993-07-29,1-URGENT,Clerk#000000161,0,special dolphins haggle carefully. pending, si
table,orders,T,26342,635,F,197026.08,1994-10-19,5-LOW,Clerk#000000394,0,carefully final accounts boost. carefully unu
table,orders,T,26343,671,O,65849.03,1998-03-27,3-MEDIUM,Clerk#000000661,0,fluffily regular instructions about th
table,orders,T,26368,1262,F,98681.05,1993-07-16,3-MEDIUM,Clerk#000000984,0,unusual accounts alongside of the pin
table,orders,T,26369,1208,F,26239.31,1992-12-13,1-URGENT,Clerk#000000436,0,express ideas shall have to wake carefully theodolites. carefully ir
table,orders,T,26370,359,O,173238.50,1995-08-09,4-NOT SPECIFIED,Clerk#000000263,0,fluffily unusual packages believe carefully carefully final packages: request
table,orders,T,26371,992,O,236327.85,1998-07-22,2-HIGH,Clerk#000000755,0,slyly ironic orbits will have 
table,orders,T,26372,565,F,160189.37,1994-07-13,5-LOW,Clerk#000000832,0,ironic requests are blithely. express, regular 
table,orders,T,26373,322,F,134531.74,1993-07-23,3-MEDIUM,Clerk#000000761,0,furiously ironic pinto beans should 
table,orders,T,26374,1276,F,224022.24,1994-11-06,4-NOT SPECIFIED,Clerk#000000395,0,bold, even packages wake slyl
table,orders,T,26375,1198,O,148371.05,1996-05-15,1-URGENT,Clerk#000000186,0,fluffily regular dolp
table,orders,T,26400,839,O,182106.31,1998-04-04,3-MEDIUM,Clerk#000000369,0,special epitaphs alongside of the slyly express excuse
table,orders,T,26401,868,F,102277.75,1993-10-14,3-MEDIUM,Clerk#000000870,0,express platelets are furiously acro
table,orders,T,26402,244,F,174846.99,1994-09-23,3-MEDIUM,Clerk#000000866,0,bold accounts except the special excuses nag accordi
table,orders,T,26403,1360,O,43776.88,1997-12-12,5-LOW,Clerk#000000623,0,slow, express accounts print carefully special foxes. special requests sl
table,orders,T,26404,1303,O,263163.54,1997-01-02,3-MEDIUM,Clerk#000000418,0,regular deposits caj
table,orders,T,26405,287,F,145769.80,1993-06-14,2-HIGH,Clerk#000000657,0,closely unusual account
table,orders,T,26406,569,P,135108.86,1995-04-13,4-NOT SPECIFIED,Clerk#000000256,0,packages detect slyly bold deposits. fluffily bold
table,orders,T,26407,4,F,275581.07,1992-06-20,1-URGENT,Clerk#000000524,0,ironic pinto beans 
table,orders,T,26432,1144,F,143355.06,1994-12-31,5-LOW,Clerk#000000709,0,special courts was. furiously silent deposits will ha
table,orders,T,26433,1177,O,135686.46,1996-06-07,3-MEDIUM,Clerk#000000443,0,quickly permanent pinto beans after the carefully unusual instructions 
table,orders,T,26434,896,O,127887.21,1995-11-29,2-HIGH,Clerk#000000463,0,fluffily regular ideas eat fluffily alongside of the s
table,orders,T,26435,140,F,37293.01,1994-10-09,1-URGENT,Clerk#000000643,0,even sauternes among
table,orders,T,26436,686,F,242150.01,1994-05-04,1-URGENT,Clerk#000000629,0,final deposits about the special packages use 
table,orders,T,26437,328,O,158719.20,1995-11-29,1-URGENT,Clerk#000000569,0,packages along the quickly final accounts use slyly final packages. 
table,orders,T,26438,506,O,5002.26,1996-01-04,1-URGENT,Clerk#000000309,0,even, regular accounts are. pinto beans above the fluffily even dependencie
table,orders,T,26439,634,O,253479.49,1995-09-16,3-MEDIUM,Clerk#000000085,0,ideas haggle ironic instructions. blithely pending instructions are furiously 
table,orders,T,26464,958,O,234154.12,1995-12-12,2-HIGH,Clerk#000000806,0,accounts alongside of the carefully bold asymptote
table,orders,T,26465,382,O,171749.91,1997-02-13,2-HIGH,Clerk#000000533,0,bold deposits sleep slyly slyly even court
table,orders,T,26466,1420,F,57654.96,1994-06-12,1-URGENT,Clerk#000000433,0,slyly final excuses haggle after the regular accounts. express pack
table,orders,T,26467,1159,O,3327.70,1997-02-12,1-URGENT,Clerk#000000462,0,foxes nag fluffily. carefully special theodolites are entici
table,orders,T,26468,998,O,189082.16,1997-03-16,5-LOW,Clerk#000000583,0,regular sheaves wake a
table,orders,T,26469,298,F,136647.31,1992-07-31,3-MEDIUM,Clerk#000000043,0,blithely silent requests after the fu
table,orders,T,26470,445,F,179811.35,1994-03-22,2-HIGH,Clerk#000000602,0,pending, busy deposits over the furiously even accounts are furiously pending
table,orders,T,26471,298,O,119046.86,1997-03-17,2-HIGH,Clerk#000000935,0,platelets detect slyly regular packages. final deposits above the pendin
table,orders,T,26496,479,O,163445.59,1996-06-10,5-LOW,Clerk#000000238,0,slyly unusual deposits nag finally carefully brave frets. special 
table,orders,T,26497,1484,O,93056.43,1997-07-23,3-MEDIUM,Clerk#000000950,0,ruthless, special deposits sleep. carefully regular pa
table,orders,T,26498,1277,O,110248.19,1996-10-02,5-LOW,Clerk#000000355,0,fluffily regular pinto beans cajole slyly
table,orders,T,26499,94,F,271849.68,1993-02-22,3-MEDIUM,Clerk#000000408,0,express, special dependencies sleep careful
table,orders,T,26500,1048,O,128933.81,1996-11-29,4-NOT SPECIFIED,Clerk#000000726,0,instructions doubt quickly
table,orders,T,26501,536,F,89900.14,1993-05-18,5-LOW,Clerk#000000741,0,furiously unusual packages affix against the pend
table,orders,T,26502,1391,F,53610.18,1992-12-28,3-MEDIUM,Clerk#000000025,0,requests affix quickly. furiously iro
table,orders,T,26503,619,P,228373.02,1995-04-22,3-MEDIUM,Clerk#000000172,0,regular ideas above the quickly daring accou
table,orders,T,26528,1217,O,58343.44,1995-11-21,4-NOT SPECIFIED,Clerk#000000714,0,slyly ironic deposits sublate slyly final accounts. even 
table,orders,T,26529,1340,F,247268.62,1995-01-29,5-LOW,Clerk#000000227,0,blithely final packages according to the carefully
table,orders,T,26530,1288,O,25678.59,1998-07-01,4-NOT SPECIFIED,Clerk#000000336,0,carefully unusual frets eat. blithely regular instructions nag blithel
table,orders,T,26531,553,O,262874.86,1995-06-21,3-MEDIUM,Clerk#000000500,0,even platelets cajole according to the blithely bo
table,orders,T,26532,1303,F,107588.94,1994-12-08,2-HIGH,Clerk#000000198,0,slyly even deposits around the carefully pending instructions are fluff
table,orders,T,26533,106,F,61314.97,1993-04-18,5-LOW,Clerk#000000907,0,regular, silent pinto beans boost against the regular foxes. quickly
table,orders,T,26534,1282,O,102637.21,1996-01-06,1-URGENT,Clerk#000000035,0,ideas haggle slyly 
table,orders,T,26535,304,F,153352.99,1992-03-21,4-NOT SPECIFIED,Clerk#000000769,0,blithely bold instructions are fluffily 
table,orders,T,26560,761,O,100381.64,1997-12-04,2-HIGH,Clerk#000000057,0,carefully thin accou
table,orders,T,26561,968,O,118055.84,1998-07-28,4-NOT SPECIFIED,Clerk#000000128,0,carefully even packages detect blit
table,orders,T,26562,1312,O,21542.68,1998-05-07,1-URGENT,Clerk#000000160,0,slyly unusual pinto bea
table,orders,T,26563,127,O,236222.45,1997-02-02,1-URGENT,Clerk#000000198,0,blithely final requests nag blithely carefully regular asymptotes. furious
table,orders,T,26564,520,F,158860.25,1994-05-01,5-LOW,Clerk#000000553,0,even deposits haggle c
table,orders,T,26565,404,F,263685.04,1994-10-22,3-MEDIUM,Clerk#000000451,0,furiously even foxes grow slyly about the special, final packages.
table,orders,T,26566,38,O,110899.86,1995-11-15,3-MEDIUM,Clerk#000000476,0,blithely bold dolphins cajole blithely bold
table,orders,T,26567,1384,F,204616.63,1994-09-05,1-URGENT,Clerk#000000774,0,unusual, ironic platelets are around the carefully unusual
table,orders,T,26592,634,O,75639.82,1997-05-09,5-LOW,Clerk#000000391,0,blithely final deposits ought to cajole abov
table,orders,T,26593,1390,O,15054.11,1995-07-05,5-LOW,Clerk#000000765,0,fluffily regular packa
table,orders,T,26594,613,P,124260.33,1995-04-24,4-NOT SPECIFIED,Clerk#000000085,0,busy ideas hinder packages. furiously pending theo
table,orders,T,26595,1462,O,68078.25,1997-03-18,1-URGENT,Clerk#000000655,0,slyly ironic requests are furiously quiet ideas. foxes haggle caref
table,orders,T,26596,134,O,158179.64,1996-10-18,5-LOW,Clerk#000000078,0,blithe, special foxes boost carefully requests. platelets use quickly
table,orders,T,26597,1459,F,158793.58,1995-01-14,2-HIGH,Clerk#000000355,0,furiously ironic warthogs after the furiously ruthless patter
table,orders,T,26598,361,O,80383.31,1997-09-23,5-LOW,Clerk#000000943,0,fluffily regular dolphins
table,orders,T,26599,395,O,11507.89,1997-05-13,2-HIGH,Clerk#000000821,0,final, regular accounts wake among the
table,orders,T,26624,797,O,197320.15,1997-02-21,2-HIGH,Clerk#000000930,0,fluffily idle water
table,orders,T,26625,334,O,32570.35,1995-10-16,4-NOT SPECIFIED,Clerk#000000026,0,carefully regular forges wake fluffil
table,orders,T,26626,1468,F,81389.99,1994-11-14,3-MEDIUM,Clerk#000000757,0,ironic requests wake. special deposits wa
table,orders,T,26627,313,F,148183.43,1994-10-31,3-MEDIUM,Clerk#000000382,0,blithely final pinto beans sleep
table,orders,T,26628,1423,O,267389.02,1997-01-18,5-LOW,Clerk#000000304,0,carefully ironic instructions affix slowly along the ironic, final deposits
table,orders,T,26629,1273,F,200170.79,1994-07-11,2-HIGH,Clerk#000000016,0,even deposits are slyly. express ins
table,orders,T,26630,382,F,133244.71,1993-11-28,2-HIGH,Clerk#000000156,0,slyly final packages haggle. ironic, ironic foxes d
table,orders,T,26631,737,F,362967.77,1993-11-02,1-URGENT,Clerk#000000722,0,pending requests wake quickly across the carefully final foxe
table,orders,T,26656,1417,F,86982.71,1992-06-09,2-HIGH,Clerk#000000688,0,regular instructions impress furiously slyly regular deposits. sil
table,orders,T,26657,85,F,116592.90,1992-09-30,3-MEDIUM,Clerk#000000595,0,quickly ironic packages wake carefully? even, careful deposits sleep quickly
table,orders,T,26658,877,O,88739.78,1995-12-23,2-HIGH,Clerk#000000915,0,slyly thin pains haggle. regular, ironic deposits sleep slyly! flu
table,orders,T,26659,1279,O,299204.61,1997-03-26,3-MEDIUM,Clerk#000000827,0,deposits according to the ins
table,orders,T,26660,976,F,119904.72,1992-03-19,3-MEDIUM,Clerk#000000503,0,dependencies integrate 
table,orders,T,26661,1163,F,138515.10,1992-12-20,3-MEDIUM,Clerk#000000490,0,fluffily final requests wake along the quickly final p
table,orders,T,26662,107,F,114228.65,1994-02-22,2-HIGH,Clerk#000000186,0,furiously express asymptotes boost above the ideas. theo
table,orders,T,26663,800,O,253842.55,1996-04-16,1-URGENT,Clerk#000000500,0,slyly regular pinto beans are fluffily about the packages. pending p
table,orders,T,26688,955,F,163741.40,1993-08-19,3-MEDIUM,Clerk#000000197,0,quiet packages wake blithely quickly even requests. pending requests i
table,orders,T,26689,407,F,111236.61,1994-09-30,2-HIGH,Clerk#000000307,0,fluffily express ideas sleep quic
table,orders,T,26690,619,F,168905.18,1994-02-28,4-NOT SPECIFIED,Clerk#000000655,0,furiously regular requests use. carefully dogged idea
table,orders,T,26691,970,F,165298.34,1992-08-04,4-NOT SPECIFIED,Clerk#000000780,0,dogged packages are carefully. bl
table,orders,T,26692,1304,F,20547.89,1993-07-23,4-NOT SPECIFIED,Clerk#000000778,0,furiously even pinto beans haggl
table,orders,T,26693,854,F,110952.34,1993-08-22,3-MEDIUM,Clerk#000000172,0,furiously final instructi
table,orders,T,26694,643,O,153627.09,1998-02-11,3-MEDIUM,Clerk#000000700,0,frets are among the ironic, regular deposits. final ideas integrate a
table,orders,T,26695,1282,F,90888.32,1993-06-07,4-NOT SPECIFIED,Clerk#000000676,0,slyly ironic theodolites haggle carefully according to the regular instructio
table,orders,T,26720,1249,O,37960.38,1996-12-20,1-URGENT,Clerk#000000033,0,packages run carefully after the accounts. blithely ironic foxes boo
table,orders,T,26721,826,O,331740.14,1997-03-23,3-MEDIUM,Clerk#000000673,0,ironic foxes wake never ironic accounts. theodolites c
table,orders,T,26722,4,O,173562.06,1996-05-16,3-MEDIUM,Clerk#000000258,0,quiet packages use flu
table,orders,T,26723,568,F,122730.40,1995-03-04,5-LOW,Clerk#000000271,0,blithely regular theodolites haggle silently even requests. furiously regular 
table,orders,T,26724,1411,F,162762.02,1994-02-07,1-URGENT,Clerk#000000712,0,carefully express instructions after t
table,orders,T,26725,1475,O,37357.76,1998-06-01,3-MEDIUM,Clerk#000000599,0,quickly bold asymptotes 
table,orders,T,26726,359,F,154804.49,1992-12-28,2-HIGH,Clerk#000000377,0,blithely special packages around the carefully pending foxes are furiou
table,orders,T,26727,944,O,206403.49,1998-06-02,4-NOT SPECIFIED,Clerk#000000032,0,even hockey players doze. ironic tithes nag quic
table,orders,T,26752,1312,O,88745.61,1996-07-14,3-MEDIUM,Clerk#000000288,0,blithely ironic accounts haggl
table,orders,T,26753,838,F,63821.32,1992-10-15,4-NOT SPECIFIED,Clerk#000000770,0,furiously ironic packages nag slyly after 
table,orders,T,26754,880,O,153757.64,1998-02-06,3-MEDIUM,Clerk#000000993,0,carefully regular accounts x
table,orders,T,26755,1240,O,235638.15,1996-12-04,1-URGENT,Clerk#000000535,0,blithely unusual accounts wake across the regular, bold platelets. fin
table,orders,T,26756,739,F,149986.51,1992-05-11,3-MEDIUM,Clerk#000000559,0,unusual, express requests are slowly. slyly ir
table,orders,T,26757,442,O,46974.18,1996-11-04,2-HIGH,Clerk#000000049,0,regular requests boost daringly about the requests. slyly ironic acc
table,orders,T,26758,767,F,211605.23,1994-05-24,4-NOT SPECIFIED,Clerk#000000916,0,furiously furious foxes about the pending packages haggle against 
table,orders,T,26759,41,F,206729.48,1992-01-26,4-NOT SPECIFIED,Clerk#000000200,0,pending, final accounts
table,orders,T,26784,1094,F,132125.96,1993-07-24,1-URGENT,Clerk#000000841,0,blithely regular dinos ha
table,orders,T,26785,10,O,148499.07,1996-06-25,5-LOW,Clerk#000000376,0,packages doubt afte
table,orders,T,26786,461,F,147906.46,1993-04-08,3-MEDIUM,Clerk#000000076,0,thinly regular instructions cajole. carefully regular requests are furiou
table,orders,T,26787,232,O,119541.27,1995-09-20,2-HIGH,Clerk#000000358,0,fluffily ironic orbits again
table,orders,T,26788,172,F,200616.11,1993-02-02,2-HIGH,Clerk#000000181,0,blithely pending accounts
table,orders,T,26789,983,F,35498.00,1994-03-28,3-MEDIUM,Clerk#000000707,0,furiously ironic pinto beans are carefully ironic requests. furiously ironic
table,orders,T,26790,1121,O,104510.23,1996-11-12,2-HIGH,Clerk#000000419,0,regular requests integrate sometimes. ironic waters haggle against the
table,orders,T,26791,347,P,223779.95,1995-04-30,5-LOW,Clerk#000000480,0,slow requests at the 
table,orders,T,26816,466,F,129849.23,1993-08-05,2-HIGH,Clerk#000000670,0,slyly regular theodolites wake furiously. special platelets boost unusual in
table,orders,T,26817,770,O,149767.42,1998-04-15,2-HIGH,Clerk#000000074,0,quickly unusual deposits wake. p
table,orders,T,26818,1186,F,310219.64,1992-01-09,4-NOT SPECIFIED,Clerk#000000401,0,slyly ironic foxes should have to use; furiously f
table,orders,T,26819,679,O,3759.92,1996-01-12,3-MEDIUM,Clerk#000000907,0,slyly regular dependenci
table,orders,T,26820,847,F,10786.56,1994-07-21,1-URGENT,Clerk#000000575,0,slyly even accounts affix careful
table,orders,T,26821,1073,O,147846.28,1995-11-30,4-NOT SPECIFIED,Clerk#000000567,0,requests wake final, final acco
table,orders,T,26822,998,F,116222.11,1994-05-08,1-URGENT,Clerk#000000739,0,carefully even ideas wake bl
table,orders,T,26823,155,O,45231.28,1997-04-25,5-LOW,Clerk#000000355,0,final, ironic requests cajo
table,orders,T,26848,623,P,155027.98,1995-03-10,5-LOW,Clerk#000000712,0,carefully unusual platelets grow furiously bene
table,orders,T,26849,844,O,113335.31,1998-04-13,2-HIGH,Clerk#000000740,0,pending courts against the ironic packages cajole
table,orders,T,26850,311,O,136271.43,1995-12-06,5-LOW,Clerk#000000838,0,furiously regular requests behind the regular platelets bo
table,orders,T,26851,181,O,23622.14,1995-07-25,2-HIGH,Clerk#000000090,0,unusual packages sleep fluffily furiously even forges. carefully bold
table,orders,T,26852,4,F,77869.29,1993-03-07,1-URGENT,Clerk#000000166,0,quickly regular packages haggle carefully around the regularly
table,orders,T,26853,263,F,157655.82,1992-06-13,5-LOW,Clerk#000000773,0,final gifts sleep slyly. furiously unusual pinto beans are quickly. fo
table,orders,T,26854,433,F,240068.75,1994-06-22,4-NOT SPECIFIED,Clerk#000000338,0,theodolites solve sl
table,orders,T,26855,352,F,35920.09,1994-03-16,2-HIGH,Clerk#000000080,0,blithely pending accounts haggle against th
table,orders,T,26880,1129,O,71662.77,1996-01-07,3-MEDIUM,Clerk#000000345,0,carefully ironic foxes nag 
table,orders,T,26881,1123,F,69050.17,1994-08-02,5-LOW,Clerk#000000154,0,blithely ironic accounts mold fluffily express, special pinto beans
table,orders,T,26882,853,O,166074.15,1995-06-28,4-NOT SPECIFIED,Clerk#000000506,0,unusual, ironic packages cajole slyly alongside of the slyly ironic
table,orders,T,26883,1478,F,45943.93,1992-01-16,5-LOW,Clerk#000000201,0,furiously sly instructions affix furiously about the furiously bold accoun
table,orders,T,26884,373,F,183078.48,1993-03-05,2-HIGH,Clerk#000000741,0,furiously special grouches against the carefully bold orbi
table,orders,T,26885,1288,O,224392.38,1997-05-11,3-MEDIUM,Clerk#000000951,0,final theodolites after the bold, 
table,orders,T,26886,1303,O,57406.34,1995-06-22,5-LOW,Clerk#000000570,0,platelets integrate. thin packages was! final de
table,orders,T,26887,1057,P,132704.36,1995-05-16,1-URGENT,Clerk#000000139,0,dogged, ironic deposits nag alongside of the carefully express deposits. 
table,orders,T,26912,887,F,12825.19,1992-04-28,5-LOW,Clerk#000000355,0,even, sly courts according to the 
table,orders,T,26913,1075,F,205196.70,1994-09-30,2-HIGH,Clerk#000000091,0,furiously pending theodolites nag blithely. sly
table,orders,T,26914,916,O,129399.46,1996-11-03,4-NOT SPECIFIED,Clerk#000000604,0,fluffily unusual ideas x-ray blithely. slyly 
table,orders,T,26915,1474,O,294362.97,1996-01-14,2-HIGH,Clerk#000000502,0,quickly daring packages about the ca
table,orders,T,26916,349,F,121993.76,1993-07-09,1-URGENT,Clerk#000000082,0,requests are quickly about the 
table,orders,T,26917,140,O,9825.32,1995-11-07,1-URGENT,Clerk#000000447,0,stealthily regular epitaphs are carefully regular accounts. blith
table,orders,T,26918,560,F,223218.76,1994-04-07,5-LOW,Clerk#000000213,0,blithely even theodolites use slyly beyo
table,orders,T,26919,1321,F,274376.96,1992-12-11,5-LOW,Clerk#000000850,0,furiously regular accounts a
table,orders,T,26944,1480,F,13965.81,1994-11-08,1-URGENT,Clerk#000000342,0,blithely special accounts against the quickly ironic instructions ca
table,orders,T,26945,334,F,170523.90,1994-02-06,1-URGENT,Clerk#000000084,0,slow, ironic packages
table,orders,T,26946,1291,O,48540.11,1997-08-09,4-NOT SPECIFIED,Clerk#000000118,0,slyly regular instructions haggle carefully. slyly bold notornis acco
table,orders,T,26947,224,F,214651.69,1993-06-05,2-HIGH,Clerk#000000033,0,even, ironic requests sleep furiously about the furiously unusual 
table,orders,T,26948,280,O,144902.11,1995-11-23,2-HIGH,Clerk#000000431,0,carefully even dugouts cajole blithely requests. spec
table,orders,T,26949,1172,F,184923.96,1994-08-16,1-URGENT,Clerk#000000970,0,special, final accounts affix. regular pinto beans boos
table,orders,T,26950,526,O,171991.03,1997-05-11,2-HIGH,Clerk#000000236,0,special pinto beans nag blithely at the fluffily fi
table,orders,T,26951,616,F,95282.72,1993-04-09,4-NOT SPECIFIED,Clerk#000000915,0,carefully even dependencies wake quick
table,orders,T,26976,457,P,368982.60,1995-05-21,4-NOT SPECIFIED,Clerk#000000105,0,ironic theodolites are furiously slyly special foxes. special accounts wake fl
table,orders,T,26977,316,F,102051.31,1994-11-30,2-HIGH,Clerk#000000044,0,pending, even somas sleep slyly across t
table,orders,T,26978,976,F,271718.54,1993-06-26,3-MEDIUM,Clerk#000000925,0,furiously regular notornis sleep silently even deposits. quickly silent fox
table,orders,T,26979,52,F,198948.24,1992-03-29,3-MEDIUM,Clerk#000000518,0,furiously silent accounts need to maintain blithely regular foxes.
table,orders,T,26980,1408,F,121843.53,1992-04-21,1-URGENT,Clerk#000000333,0,special packages are doggedly ironic warthogs. accou
table,orders,T,26981,739,F,196887.34,1992-08-31,3-MEDIUM,Clerk#000000845,0,quickly pending requests above the special ideas 
table,orders,T,26982,61,F,300975.93,1992-04-29,4-NOT SPECIFIED,Clerk#000000777,0,blithely pending pack
table,orders,T,26983,1240,O,79483.52,1996-08-05,5-LOW,Clerk#000000754,0,slyly regular courts cajole above the final decoys. special, final s
table,orders,T,27008,1168,O,68400.75,1998-03-08,1-URGENT,Clerk#000000251,0,ironic ideas wake about the requests. slyly unusual somas nod qui
table,orders,T,27009,1486,F,110328.58,1993-12-27,3-MEDIUM,Clerk#000000871,0,pending, ironic ideas must sleep carefully carefully unusual foxes. b
table,orders,T,27010,1309,O,161350.37,1997-01-22,3-MEDIUM,Clerk#000000778,0,carefully special ideas integrate careful
table,orders,T,27011,1099,F,190965.18,1993-12-31,3-MEDIUM,Clerk#000000978,0,furiously special foxes against the slyly regular acco
table,orders,T,27012,1210,F,53205.67,1993-04-30,1-URGENT,Clerk#000000856,0,instructions unwind. even noto
table,orders,T,27013,961,F,242230.28,1994-07-06,5-LOW,Clerk#000000738,0,express packages nag care
table,orders,T,27014,670,O,139346.85,1997-08-11,5-LOW,Clerk#000000359,0,quickly regular requests among the regular instructions are slyly regular asym
table,orders,T,27015,110,F,31144.44,1992-01-01,5-LOW,Clerk#000000551,0,packages wake slyly alongside of the blithely bold pack
table,orders,T,27040,463,O,103635.61,1997-05-30,5-LOW,Clerk#000000412,0,carefully unusual requests
table,orders,T,27041,961,O,25569.31,1998-06-30,1-URGENT,Clerk#000000206,0,final packages according
table,orders,T,27042,982,F,206044.12,1994-09-23,3-MEDIUM,Clerk#000000397,0,furiously bold realms bo
table,orders,T,27043,1345,O,189740.59,1997-09-30,1-URGENT,Clerk#000000875,0,furiously even excuses haggle furiousl
table,orders,T,27044,1429,O,204604.10,1997-03-14,3-MEDIUM,Clerk#000000414,0,furiously special waters wake r
table,orders,T,27045,889,F,197421.96,1992-03-02,4-NOT SPECIFIED,Clerk#000000480,0,blithely special instructions use furiously special plate
table,orders,T,27046,397,O,69442.72,1997-10-25,5-LOW,Clerk#000000265,0,furiously bold ideas cajole slyly. ironic 
table,orders,T,27047,446,F,175833.44,1993-11-23,2-HIGH,Clerk#000000141,0,pinto beans are furiously final instructions. regular waters integr
table,orders,T,27072,682,F,33127.45,1993-07-07,3-MEDIUM,Clerk#000000152,0,pending, pending excuses are furiously
table,orders,T,27073,1039,O,40469.49,1995-04-01,5-LOW,Clerk#000000164,0,special requests cajole
