metadata,nomenc,nomenc name,nom-item,nom-item code,desc,desc lang
metadata,nomenc,Program,nom-item,AMF,Turvapaikka- ja maahanmuuttorahasto,fi
metadata,nomenc,Program,nom-item,AMF,Agencija za operativno upravljanje velikim informatičkim sustavima u području slobode, sigurnosti i pravde (eu.LISA),hr
metadata,nomenc,Program,nom-item,AMF,Menekültügyi és Migrációs Alap,hu
metadata,nomenc,Program,nom-item,AMF,Fondo Asilo e migrazione ,it
metadata,nomenc,Program,nom-item,AMF,Prieglobsčio ir migracijos fondas (AMF),lt
metadata,nomenc,Program,nom-item,AMF,Patvēruma un migrācijas fonds (PMF),lv
metadata,nomenc,Program,nom-item,AMF,Fond għall-Migrazzjoni u l-Ażil (FMA),mt
metadata,nomenc,Program,nom-item,AMF,Fonds voor asiel en migratie  ,nl
metadata,nomenc,Program,nom-item,AMF,Fundusz Migracji i Azylu,pl
metadata,nomenc,Program,nom-item,AMF,Fundo para o Asilo e a Migração (FAM),pt
metadata,nomenc,Program,nom-item,AMF,Fondul pentru azil și migrație (FAM),ro
metadata,nomenc,Program,nom-item,AMF,Fond pre azyl a migráciu (AMF),sk
metadata,nomenc,Program,nom-item,AMF,Sklad za migracije in azil,sl
metadata,nomenc,Program,nom-item,AMF,Asyl- och migrationsfonden,sv
metadata,nomenc,Program,nom-item,CDF2020,Rights and Citizenship programme,en
metadata,nomenc,Program,nom-item,CDF2020,Programme «Droits et citoyenneté»,fr
metadata,nomenc,Program,nom-item,CDF2020,Програма ,,Права и гражданство“,bg
metadata,nomenc,Program,nom-item,CDF2020,Program  Práva a občanství,cs
metadata,nomenc,Program,nom-item,CDF2020,Programmet for rettigheder og borgerskab,da
metadata,nomenc,Program,nom-item,CDF2020,Spezifisches Programm „Grundrechte und Unionsbürgerschaft“,de
metadata,nomenc,Program,nom-item,CDF2020,Πρόγραμμα «Δικαιώματα και Ιθαγένεια»,el
metadata,nomenc,Program,nom-item,CDF2020,Programa de Derechos y Ciudadanía,es
metadata,nomenc,Program,nom-item,CDF2020,Õiguste ja kodakondsuse programm ,et
metadata,nomenc,Program,nom-item,CDF2020,Perusoikeus- ja kansalaisuusohjelma,fi
metadata,nomenc,Program,nom-item,CDF2020,Europski fond za jamstva u poljoprivredi (nakon prijenosa između EFJP-a i EPFRR-a),hr
metadata,nomenc,Program,nom-item,CDF2020,Jogok és uniós polgárság program,hu
metadata,nomenc,Program,nom-item,CDF2020,Programma "Diritti e cittadinanza",it
metadata,nomenc,Program,nom-item,CDF2020,Teisių ir pilietybės programa,lt
metadata,nomenc,Program,nom-item,CDF2020,Pamattiesību un pilsonības programma,lv
metadata,nomenc,Program,nom-item,CDF2020,Programm tad-Drittijiet u ċ-Ċittadinanza ,mt
metadata,nomenc,Program,nom-item,CDF2020,Programma voor Rechten en burgerschap,nl
metadata,nomenc,Program,nom-item,CDF2020,Program „Prawa i obywatelstwo”,pl
metadata,nomenc,Program,nom-item,CDF2020,Programa Direitos e Cidadania ,pt
metadata,nomenc,Program,nom-item,CDF2020,Programul Drepturi și cetățenie,ro
metadata,nomenc,Program,nom-item,CDF2020,Program Práva a občianstvo,sk
metadata,nomenc,Program,nom-item,CDF2020,Program „Pravice in državljanstvo“,sl
metadata,nomenc,Program,nom-item,CDF2020,Programmet Rättigheter och medborgarskap,sv
metadata,nomenc,Program,nom-item,CEF,Connecting Europe Facility (CEF),en
metadata,nomenc,Program,nom-item,CEF,Mécanisme pour l'interconnexion en Europe (MIE),fr
metadata,nomenc,Program,nom-item,CEF,Механизъм за свързване на Европа (МСЕ),bg
metadata,nomenc,Program,nom-item,CEF,Nástroj pro propojení Evropy,cs
metadata,nomenc,Program,nom-item,CEF,Connecting Europe-faciliteten (CEF),da
metadata,nomenc,Program,nom-item,CEF,Infrastrukturfazilität „Connecting Europe“,de
metadata,nomenc,Program,nom-item,CEF,Διευκόλυνση «Συνδέοντας την Ευρώπη» (CEF),el
metadata,nomenc,Program,nom-item,CEF,Mecanismo «Conectar Europa» (MCE),es
metadata,nomenc,Program,nom-item,CEF,Euroopa Ühendamise Rahastu (CEF),et
metadata,nomenc,Program,nom-item,CEF,Verkkojen Eurooppa -väline,fi
metadata,nomenc,Program,nom-item,CEF,Neto prijenos između EFJP-a i EPFRR-a,hr
metadata,nomenc,Program,nom-item,CEF,Európai Hálózatfinanszírozási Eszköz (CEF),hu
metadata,nomenc,Program,nom-item,CEF,Meccanismo per collegare l'Europa (CEF),it
metadata,nomenc,Program,nom-item,CEF,Europos infrastruktūros tinklų priemonė (EITP),lt
metadata,nomenc,Program,nom-item,CEF,Eiropas infrastruktūras savienošanas instruments (CEF),lv
metadata,nomenc,Program,nom-item,CEF,Faċilità Nikkollegaw l-Ewropa (CEF),mt
metadata,nomenc,Program,nom-item,CEF,Financieringsfaciliteit voor Europese verbindingen (CEF),nl
metadata,nomenc,Program,nom-item,CEF,Instrument „Łącząc Europę” (CEF),pl
metadata,nomenc,Program,nom-item,CEF,Mecanismo Interligar a Europa (MIE),pt
metadata,nomenc,Program,nom-item,CEF,Mecanismul Conectarea Europei (MCE),ro
metadata,nomenc,Program,nom-item,CEF,Nástroj na prepojenie Európy (CEF),sk
metadata,nomenc,Program,nom-item,CEF,Instrument za povezovanje Evrope,sl
metadata,nomenc,Program,nom-item,CEF,Fonden för ett sammanlänkat Europa (FSE),sv
metadata,nomenc,Program,nom-item,CF,Cohesion Fund (CF),en
metadata,nomenc,Program,nom-item,CF,Fonds de cohésion (FC),fr
metadata,nomenc,Program,nom-item,CF,Кохезионен фонд (КФ),bg
metadata,nomenc,Program,nom-item,CF,Fond soudržnosti,cs
metadata,nomenc,Program,nom-item,CF,Samhørighedsfonden,da
metadata,nomenc,Program,nom-item,CF,Kohäsionsfonds,de
metadata,nomenc,Program,nom-item,CF,Ταμείο Συνοχής (ΤΣ),el
metadata,nomenc,Program,nom-item,CF,Fondo de Cohesión (FC),es
metadata,nomenc,Program,nom-item,CF,Ühtekuuluvusfond,et
metadata,nomenc,Program,nom-item,CF,Koheesiorahasto,fi
metadata,nomenc,Program,nom-item,CF,Energetski projekti za pomoć gospodarskom oporavku (EERP),hr
metadata,nomenc,Program,nom-item,CF,Kohéziós Alap (CF),hu
metadata,nomenc,Program,nom-item,CF,Fondo di coesione (FC),it
metadata,nomenc,Program,nom-item,CF,Sanglaudos fondas (SF),lt
metadata,nomenc,Program,nom-item,CF,Kohēzijas fonds,lv
metadata,nomenc,Program,nom-item,CF,Fond ta’ Koeżjoni (FK),mt
metadata,nomenc,Program,nom-item,CF,Cohesiefonds (CF),nl
metadata,nomenc,Program,nom-item,CF,Fundusz Spójności,pl
metadata,nomenc,Program,nom-item,CF,Fundo de Coesão (FC),pt
metadata,nomenc,Program,nom-item,CF,Fondul de coeziune (FC),ro
metadata,nomenc,Program,nom-item,CF,Kohézny fond (CF),sk
metadata,nomenc,Program,nom-item,CF,Kohezijski sklad,sl
metadata,nomenc,Program,nom-item,CF,Sammanhållningsfonden,sv
metadata,nomenc,Program,nom-item,COMPREG,Competitiveness (More developed regions),en
metadata,nomenc,Program,nom-item,COMPREG,Compétitivité (régions plus développées),fr
metadata,nomenc,Program,nom-item,COMPREG,Конкурентоспособност (по-развити региони),bg
metadata,nomenc,Program,nom-item,COMPREG,Konkurenceschopnost (rozvinutější oblasti),cs
metadata,nomenc,Program,nom-item,COMPREG,Konkurrenceevne (Mere udviklede regioner),da
metadata,nomenc,Program,nom-item,COMPREG,Wettbewerbsfähigkeit (entwickelte Gebiete),de
metadata,nomenc,Program,nom-item,COMPREG,Ανταγωνιστικότητα (Περισσότερο αναπτυγμένες περιφέρειες),el
metadata,nomenc,Program,nom-item,COMPREG,Competitividad (regiones más desarrolladas),es
metadata,nomenc,Program,nom-item,COMPREG,Konkurentsivõime (enam arenenud piirkonnad),et
metadata,nomenc,Program,nom-item,COMPREG,Kilpailukyky (kehittyneemmät alueet),fi
metadata,nomenc,Program,nom-item,COMPREG,Informacijski sustav za borbu protiv prijevara (AFIS),hr
metadata,nomenc,Program,nom-item,COMPREG,Versenyképesség (Fejlettebb régiók),hu
metadata,nomenc,Program,nom-item,COMPREG,Competitività (regioni più sviluppate),it
metadata,nomenc,Program,nom-item,COMPREG,Konkurencingumas (labiau išsivystę regionai),lt
metadata,nomenc,Program,nom-item,COMPREG,Konkurētspēja (Vairāk attīstīti reģioni),lv
metadata,nomenc,Program,nom-item,COMPREG,Kompetittività (reġjuni aktar żviluppati),mt
metadata,nomenc,Program,nom-item,COMPREG,Concurrentiekracht (meer ontwikkelde regio's) ,nl
metadata,nomenc,Program,nom-item,COMPREG,Konkurencyjność (regiony lepiej rozwinięte),pl
metadata,nomenc,Program,nom-item,COMPREG,Competitividade (regiões mais desenvolvidas),pt
metadata,nomenc,Program,nom-item,COMPREG,Competitivitate (regiuni mai dezvoltate),ro
metadata,nomenc,Program,nom-item,COMPREG,Konkurencieschopnosť (Rozvinutejšie regióny),sk
metadata,nomenc,Program,nom-item,COMPREG,Konkurenčnost (bolj razvite regije),sl
metadata,nomenc,Program,nom-item,COMPREG,Konkurrenskraft (mer utvecklade regioner),sv
metadata,nomenc,Program,nom-item,CONS,Consumer Programme,en
metadata,nomenc,Program,nom-item,CONS,Programme «Consommateurs»,fr
metadata,nomenc,Program,nom-item,CONS,Програма ,,Потребители“,bg
metadata,nomenc,Program,nom-item,CONS,Program v oblasti spotřebitelské politiky,cs
metadata,nomenc,Program,nom-item,CONS,Forbrugerprogrammet,da
metadata,nomenc,Program,nom-item,CONS,Verbraucherprogramm,de
metadata,nomenc,Program,nom-item,CONS,Πρόγραμμα για τους Καταναλωτές,el
metadata,nomenc,Program,nom-item,CONS,Programa de Consumidores,es
metadata,nomenc,Program,nom-item,CONS,Tarbijakaitseprogramm,et
metadata,nomenc,Program,nom-item,CONS,Kuluttajaohjelma,fi
metadata,nomenc,Program,nom-item,CONS,Dopunski reaktor visokog fluksa (HFR),hr
metadata,nomenc,Program,nom-item,CONS,Fogyasztóvédelmi program,hu
metadata,nomenc,Program,nom-item,CONS,Programma “Consumatori”,it
metadata,nomenc,Program,nom-item,CONS,Vartotojų programa,lt
metadata,nomenc,Program,nom-item,CONS,Patērētāju tiesību aizsardzības programma,lv
metadata,nomenc,Program,nom-item,CONS,Programm tal-Konsumaturi,mt
metadata,nomenc,Program,nom-item,CONS,Consumentenprogramma,nl
metadata,nomenc,Program,nom-item,CONS,Program ochrony konsumentów,pl
metadata,nomenc,Program,nom-item,CONS,Programa Consumidores ,pt
metadata,nomenc,Program,nom-item,CONS,Programul privind consumatorii,ro
metadata,nomenc,Program,nom-item,CONS,Program Spotrebiteľ,sk
metadata,nomenc,Program,nom-item,CONS,Program varstva potrošnikov,sl
metadata,nomenc,Program,nom-item,CONS,Konsumentprogrammet,sv
metadata,nomenc,Program,nom-item,COPERNICUS,European Earth Observation Programme (Copernicus),en
metadata,nomenc,Program,nom-item,COPERNICUS,Programme européen d’observation de la Terre (Copernicus),fr
metadata,nomenc,Program,nom-item,COPERNICUS,Европейска програма за наблюдение на Земята („Коперник“),bg
metadata,nomenc,Program,nom-item,COPERNICUS,Evropský program monitorování Země (Copernicus),cs
metadata,nomenc,Program,nom-item,COPERNICUS,Det europæiske jordovervågningsprogram (Copernicus),da
metadata,nomenc,Program,nom-item,COPERNICUS,Europäisches Erdbeobachtungsprogramm (Copernicus),de
metadata,nomenc,Program,nom-item,COPERNICUS,Ευρωπαϊκό πρόγραμμα γεωσκόπησης (Copernicus),el
metadata,nomenc,Program,nom-item,COPERNICUS,Programa Europeo de Observación de la Tierra (Copernicus),es
metadata,nomenc,Program,nom-item,COPERNICUS,Maa seire Euroopa programm (Copernicus),et
metadata,nomenc,Program,nom-item,COPERNICUS,Euroopan maanseurantaohjelma (Kopernikus),fi
metadata,nomenc,Program,nom-item,COPERNICUS,Humanitarna pomoć,hr
metadata,nomenc,Program,nom-item,COPERNICUS,Európai Föld-megfigyelési program (GMES),hu
metadata,nomenc,Program,nom-item,COPERNICUS,Programma europeo di osservazione della terra (Copernicus),it
metadata,nomenc,Program,nom-item,COPERNICUS,Europos Žemės stebėjimo programa („Copernicus“),lt
metadata,nomenc,Program,nom-item,COPERNICUS,Eiropas Zemes novērošanas programma (Copernicus),lv
metadata,nomenc,Program,nom-item,COPERNICUS,Monitoraġġ Globali tal-Ambjent u s-Sigurtà (Copernicus),mt
metadata,nomenc,Program,nom-item,COPERNICUS,Europees programma voor aardobservatie (Copernicus),nl
metadata,nomenc,Program,nom-item,COPERNICUS,Europejski program monitorowania Ziemi (Copernicus),pl
metadata,nomenc,Program,nom-item,COPERNICUS,Programa Europeu de Monitorização da Terra (Copernicus),pt
metadata,nomenc,Program,nom-item,COPERNICUS,Programul european de observare a Pământului (Copernicus),ro
metadata,nomenc,Program,nom-item,COPERNICUS,Európsky program monitorovania Zeme (Copernicus),sk
metadata,nomenc,Program,nom-item,COPERNICUS,Evropski program za spremljanje Zemlje (Copernicus),sl
metadata,nomenc,Program,nom-item,COPERNICUS,Europeiska jordövervakningsprogrammet (Copernicus),sv
metadata,nomenc,Program,nom-item,COSME,Programme for the Competitiveness of Enterprises and small and medium-sized enterprises (COSME),en
metadata,nomenc,Program,nom-item,COSME,Programme pour la compétitivité des entreprises et les petites et moyennes entreprises (COSME),fr
metadata,nomenc,Program,nom-item,COSME,Програма за конкурентоспособност на предприятията и малките и средните предприятия (COSME),bg
metadata,nomenc,Program,nom-item,COSME,Program pro konkurenceschopnost podniků s důrazem na malé a střední podniky (COSME),cs
metadata,nomenc,Program,nom-item,COSME,Programmet for virksomheders konkurrenceevne og små og mellemstore virksomheder (COSME),da
metadata,nomenc,Program,nom-item,COSME,Programm für die Wettbewerbsfähigkeit von Unternehmen und KMU (COSME),de
metadata,nomenc,Program,nom-item,COSME,Πρόγραμμα για την ανταγωνιστικότητα των επιχειρήσεων και τις μικρομεσαίες επιχειρήσεις (COSME),el
metadata,nomenc,Program,nom-item,COSME,Programa para la Competitividad de las Empresas y para las Pequeñas y Medianas Empresas (COSME),es
metadata,nomenc,Program,nom-item,COSME,Ettevõtete ning väikeste ja keskmise suurusega ettevõtjate konkurentsivõime programm (COSME) // Ettevõtjate ning väikeste ja keskmise suurusega ettevõtete konkurentsivõime programm (COSME),et
metadata,nomenc,Program,nom-item,COSME,Yritysten kilpailukykyä ja pieniä ja keskisuuria yrityksiä koskeva ohjelma (COSME),fi
metadata,nomenc,Program,nom-item,COSME,Interoperabilna rješenja za europsku javnu upravu (ISA),hr
metadata,nomenc,Program,nom-item,COSME,A vállalkozások versenyképességét és a kis- és középvállalkozásokat segítő program (COSME),hu
metadata,nomenc,Program,nom-item,COSME,Programma per la competitività delle imprese e le PMI (COSME),it
metadata,nomenc,Program,nom-item,COSME,Įmonių konkurencingumo ir mažųjų bei vidutinių įmonių programa (COSME),lt
metadata,nomenc,Program,nom-item,COSME,Uzņēmumu konkurētspējas un mazo un vidējo uzņēmumu programma (COSME),lv
metadata,nomenc,Program,nom-item,COSME,Programm għall-Kompetittività tal-Intrapriżi u l-Intrapriżi żgħar u medji (COSME),mt
metadata,nomenc,Program,nom-item,COSME,Programma voor het concurrentievermogen van ondernemingen en kleine en middelgrote ondernemingen (Cosme),nl
metadata,nomenc,Program,nom-item,COSME,Program na rzecz konkurencyjności przedsiębiorstw oraz małych i średnich przedsiębiorstw (COSME),pl
metadata,nomenc,Program,nom-item,COSME,Programa para a Competitividade das Empresas e PME (COSME),pt
metadata,nomenc,Program,nom-item,COSME,Program pentru competitivitatea întreprinderilor și întreprinderile mici și mijlocii (COSME),ro
metadata,nomenc,Program,nom-item,COSME,Program pre konkurencieschopnosť podnikov a MSP (COSME),sk
metadata,nomenc,Program,nom-item,COSME,Program za konkurenčnost podjetij ter mala in srednja podjetja,sl
metadata,nomenc,Program,nom-item,COSME,Program för företagens konkurrenskraft och små och medelstora företag (2014–2020),sv
metadata,nomenc,Program,nom-item,CPM_H3,Union Civil Protection Mechanism — Member States,en
metadata,nomenc,Program,nom-item,CPM_H3,Mécanisme de protection civile de l’Union – États membres,fr
metadata,nomenc,Program,nom-item,CPM_H3,Механизъм за гражданска защита на Съюза — Държави членки,bg
metadata,nomenc,Program,nom-item,CPM_H3,Mechanismus civilní ochrany Unie – členské státy,cs
metadata,nomenc,Program,nom-item,CPM_H3,Unionens civilbeskyttelsesordning — medlemsstater,da
metadata,nomenc,Program,nom-item,CPM_H3,Unionsverfahren für den Katastrophenschutz — Mitgliedstaaten,de
metadata,nomenc,Program,nom-item,CPM_H3,Μηχανισμός Πολιτικής Προστασίας της Ένωσης — Κράτη μέλη,el
metadata,nomenc,Program,nom-item,CPM_H3,Mecanismo de Protección Civil de la Unión – Estados miembros,es
metadata,nomenc,Program,nom-item,CPM_H3,Liidu kodanikukaitse mehhanism – Liikmesriigid,et
metadata,nomenc,Program,nom-item,CPM_H3,Unionin pelastuspalvelumekanismi  — Jäsenvaltiot,fi
metadata,nomenc,Program,nom-item,CPM_H3,Instrument financijske potpore za poticanje gospodarskog razvoja turske zajednice na Cipru (TZC),hr
metadata,nomenc,Program,nom-item,CPM_H3,Uniós polgári védelmi mechanizmus – tagállamok,hu
metadata,nomenc,Program,nom-item,CPM_H3,Meccanismo di protezione civile dell'Unione – Stati membri,it
metadata,nomenc,Program,nom-item,CPM_H3,Sąjungos civilinės saugos mechanizmas – Valstybės narės,lt
metadata,nomenc,Program,nom-item,CPM_H3,Savienības civilās aizsardzības mehānisms — Dalībvalstis,lv
metadata,nomenc,Program,nom-item,CPM_H3,Mekkaniżmu tal-Unjoni tal-Protezzjoni Ċivili — Stati Membri,mt
metadata,nomenc,Program,nom-item,CPM_H3,Mechanisme voor civiele bescherming van de Unie - lidstaten,nl
metadata,nomenc,Program,nom-item,CPM_H3,Unijny mechanizm ochrony ludności — Państwa członkowskie,pl
metadata,nomenc,Program,nom-item,CPM_H3,Mecanismo de Proteção Civil da União — Estados-Membros,pt
metadata,nomenc,Program,nom-item,CPM_H3,Mecanismul de protecție civilă al Uniunii — state membre,ro
metadata,nomenc,Program,nom-item,CPM_H3,Mechanizmus Únie v oblasti civilnej ochrany — Členské štáty,sk
metadata,nomenc,Program,nom-item,CPM_H3,Mehanizem Unije na področju civilne zaščite – države članice,sl
metadata,nomenc,Program,nom-item,CPM_H3,Unionens civilskyddsmekanism — medlemsstater,sv
metadata,nomenc,Program,nom-item,CPM_H4,Union Civil Protection Mechanism — Outside EU,en
metadata,nomenc,Program,nom-item,CPM_H4,Mécanisme de protection civile de l’Union – Hors UE,fr
metadata,nomenc,Program,nom-item,CPM_H4,Механизъм за гражданска защита на Съюза — Извън ЕС,bg
metadata,nomenc,Program,nom-item,CPM_H4,Mechanismus civilní ochrany Unie – mimo EU,cs
metadata,nomenc,Program,nom-item,CPM_H4,Unionens civilbeskyttelsesordning — uden for EU,da
metadata,nomenc,Program,nom-item,CPM_H4,Unionsverfahren für den Katastrophenschutz — Drittstaaten,de
metadata,nomenc,Program,nom-item,CPM_H4,Μηχανισμός Πολιτικής Προστασίας της Ένωσης — Εκτός της ΕΕ,el
metadata,nomenc,Program,nom-item,CPM_H4,Mecanismo de Protección Civil de la Unión – Fuera de la UE ,es
metadata,nomenc,Program,nom-item,CPM_H4,Liidu kodanikukaitse mehhanism – ELi-välised riigid,et
metadata,nomenc,Program,nom-item,CPM_H4,Unionin pelastuspalvelumekanismi  — EU:n ulkopuolella,fi
metadata,nomenc,Program,nom-item,CPM_H4,Fond za azil i migracije (FAM),hr
metadata,nomenc,Program,nom-item,CPM_H4,Uniós polgári védelmi mechanizmus – EU-n kívül,hu
metadata,nomenc,Program,nom-item,CPM_H4,Meccanismo di protezione civile dell'Unione – al di fuori dell'UE,it
metadata,nomenc,Program,nom-item,CPM_H4,Sąjungos civilinės saugos mechanizmas – Už ES ribų,lt
metadata,nomenc,Program,nom-item,CPM_H4,Savienības civilās aizsardzības mehānisms — Ārpus ES,lv
metadata,nomenc,Program,nom-item,CPM_H4,Mekkaniżmu tal-Unjoni tal-Protezzjoni Ċivili — Barra mill-UE,mt
metadata,nomenc,Program,nom-item,CPM_H4,Mechanisme voor civiele bescherming van de Unie – buiten EU,nl
metadata,nomenc,Program,nom-item,CPM_H4,Unijny mechanizm ochrony ludności — Poza UE,pl
metadata,nomenc,Program,nom-item,CPM_H4,Mecanismo de Proteção Civil da União — No exterior da UE,pt
metadata,nomenc,Program,nom-item,CPM_H4,Mecanismul de protecție civilă al Uniunii — în afara UE,ro
metadata,nomenc,Program,nom-item,CPM_H4,Mechanizmus Únie v oblasti civilnej ochrany — Mimo EÚ,sk
metadata,nomenc,Program,nom-item,CPM_H4,Mehanizem Unije na področju civilne zaščite – zunaj EU,sl
metadata,nomenc,Program,nom-item,CPM_H4,Unionens civilskyddsmekanism — utanför EU,sv
metadata,nomenc,Program,nom-item,CREA,Creative Europe Programme,en
metadata,nomenc,Program,nom-item,CREA,Programme «Europe créative»,fr
metadata,nomenc,Program,nom-item,CREA,Програма „Творческа Европа“,bg
metadata,nomenc,Program,nom-item,CREA,Program Kreativní Evropa,cs
metadata,nomenc,Program,nom-item,CREA,Kreativt Europa-programmet,da
metadata,nomenc,Program,nom-item,CREA,Programm Kreatives Europa,de
metadata,nomenc,Program,nom-item,CREA,Πρόγραμμα «Δημιουργική Ευρώπη»,el
metadata,nomenc,Program,nom-item,CREA,Programa «Europa Creativa»,es
metadata,nomenc,Program,nom-item,CREA,Programm „Loov Euroopa”,et
metadata,nomenc,Program,nom-item,CREA,Luova Eurooppa -ohjelma,fi
metadata,nomenc,Program,nom-item,CREA,Program za prava i građanstvo,hr
metadata,nomenc,Program,nom-item,CREA,Kreatív Európa program,hu
metadata,nomenc,Program,nom-item,CREA,Programma “Europa creativa",it
metadata,nomenc,Program,nom-item,CREA,Programa „Kūrybiška Europa“,lt
metadata,nomenc,Program,nom-item,CREA,Programma "Radošā Eiropa",lv
metadata,nomenc,Program,nom-item,CREA,Programm Ewropa Kreattiva,mt
metadata,nomenc,Program,nom-item,CREA,Programma "Creatief Europa",nl
metadata,nomenc,Program,nom-item,CREA,Program „Kreatywna Europa”,pl
metadata,nomenc,Program,nom-item,CREA,Programa Europa Criativa ,pt
metadata,nomenc,Program,nom-item,CREA,Programul „Europa creativă”,ro
metadata,nomenc,Program,nom-item,CREA,Program Tvorivá Európa ,sk
metadata,nomenc,Program,nom-item,CREA,Program „Ustvarjalna Evropa“,sl
metadata,nomenc,Program,nom-item,CREA,Programmet Kreativa Europa,sv
metadata,nomenc,Program,nom-item,CUST2020,Action programme for customs in the European Union (Customs 2020),en
metadata,nomenc,Program,nom-item,CUST2020,Programme d’action pour les douanes dans l’Union européenne (Douane 2020),fr
metadata,nomenc,Program,nom-item,CUST2020,Програма за действие за митниците в Европейския съюз („Митници 2020“),bg
metadata,nomenc,Program,nom-item,CUST2020,Akční program pro oblast cel v Evropské unii (Clo 2020),cs
metadata,nomenc,Program,nom-item,CUST2020,Handlingsprogram for toldvæsenet i Den Europæiske Union (Told 2020),da
metadata,nomenc,Program,nom-item,CUST2020,Aktionsprogramm für das Zollwesen in der Europäischen Union (Zoll 2020),de
metadata,nomenc,Program,nom-item,CUST2020,Πρόγραμμα δράσης για τα τελωνεία στην Ευρωπαϊκή Ένωση (Τελωνεία 2020),el
metadata,nomenc,Program,nom-item,CUST2020,Programa de Acción para el Sector Aduanero de la Unión Europea (Aduana 2020),es
metadata,nomenc,Program,nom-item,CUST2020,Euroopa Liidu tegevusprogramm „Toll 2020”,et
metadata,nomenc,Program,nom-item,CUST2020,Euroopan unionin tullitoimintaa koskeva toimintaohjelma (Tulli 2020),fi
metadata,nomenc,Program,nom-item,CUST2020,Instrument za povezivanje Europe (CEF),hr
metadata,nomenc,Program,nom-item,CUST2020,Európai uniós vámügyi cselekvési program (Vám 2020),hu
metadata,nomenc,Program,nom-item,CUST2020,Programma d’azione per la dogana nell’Unione europea (Dogane 2020),it
metadata,nomenc,Program,nom-item,CUST2020,Europos Sąjungos muitinių veiksmų programa („Muitinė 2020“),lt
metadata,nomenc,Program,nom-item,CUST2020,Rīcības programma muitas nozarei Eiropas Savienībā (Muita 2020),lv
metadata,nomenc,Program,nom-item,CUST2020,Programm ta’ azzjoni għad-dwana fl-Unjoni Ewropea (Dwana 2020),mt
metadata,nomenc,Program,nom-item,CUST2020,Actieprogramma voor douane in de Europese Unie  (Douane 2020),nl
metadata,nomenc,Program,nom-item,CUST2020,Program działań dla ceł w Unii Europejskiej („Cła 2020”),pl
metadata,nomenc,Program,nom-item,CUST2020,Programa de ação no domínio aduaneiro na União Europeia (Alfândega 2020),pt
metadata,nomenc,Program,nom-item,CUST2020,Program de acțiune pentru domeniul vamal în Uniunea Europeană (Vamă 2020),ro
metadata,nomenc,Program,nom-item,CUST2020,Akčný program pre colníctvo v Európskej únii (Colníctvo 2020),sk
metadata,nomenc,Program,nom-item,CUST2020,Akcijski program za carino v Evropski uniji (Carina 2020),sl
metadata,nomenc,Program,nom-item,CUST2020,Åtgärdsprogram för tullfrågor i Europeiska unionen (Tull 2020),sv
metadata,nomenc,Program,nom-item,DCI2020,Development Cooperation Instrument (DCI),en
metadata,nomenc,Program,nom-item,DCI2020,Instrument de coopération au développement (ICD),fr
metadata,nomenc,Program,nom-item,DCI2020,Инструмент за сътрудничество за развитие (ИСР),bg
metadata,nomenc,Program,nom-item,DCI2020,Finanční nástroj pro rozvojovou spolupráci,cs
metadata,nomenc,Program,nom-item,DCI2020,Instrumentet for udviklingssamarbejde (DCI),da
metadata,nomenc,Program,nom-item,DCI2020,Instrument für Entwicklungszusammenarbeit (DCI),de
metadata,nomenc,Program,nom-item,DCI2020,Μηχανισμός αναπτυξιακής συνεργασίας (ΜΑΣ),el
metadata,nomenc,Program,nom-item,DCI2020,Instrumento de Cooperación para el Desarrollo (ICD),es
metadata,nomenc,Program,nom-item,DCI2020,Arengukoostöö rahastamisvahend (DCI),et
metadata,nomenc,Program,nom-item,DCI2020,Kehitysyhteistyön rahoitusväline (DCI),fi
metadata,nomenc,Program,nom-item,DCI2020,Kohezijski fond (CF),hr
metadata,nomenc,Program,nom-item,DCI2020,Fejlesztési Együttműködési Eszköz,hu
metadata,nomenc,Program,nom-item,DCI2020,Strumento di cooperazione allo sviluppo (DCI),it
metadata,nomenc,Program,nom-item,DCI2020,Vystomojo bendradarbiavimo priemonė (VBP),lt
metadata,nomenc,Program,nom-item,DCI2020,Attīstības sadarbības instruments (ASI),lv
metadata,nomenc,Program,nom-item,DCI2020,Strument tal-Kooperazzjoni għall-Iżvilupp (SKŻ),mt
metadata,nomenc,Program,nom-item,DCI2020,Instrument voor ontwikkelingssamenwerking (DCI),nl
metadata,nomenc,Program,nom-item,DCI2020,Instrument Finansowania Współpracy na rzecz Rozwoju (DCI),pl
metadata,nomenc,Program,nom-item,DCI2020,Instrumento de cooperação para o desenvolvimento (ICD),pt
metadata,nomenc,Program,nom-item,DCI2020,Instrumentul de cooperare pentru dezvoltare (ICD),ro
metadata,nomenc,Program,nom-item,DCI2020,Nástroj financovania rozvojovej spolupráce (DCI),sk
metadata,nomenc,Program,nom-item,DCI2020,Instrument za financiranje razvojnega sodelovanja,sl
metadata,nomenc,Program,nom-item,DCI2020,Finansieringsinstrument för utvecklingssamarbete,sv
metadata,nomenc,Program,nom-item,E4A,The Union Programme for Education, Training, Youth and Sport (Erasmus for all),en
metadata,nomenc,Program,nom-item,E4A,Programme de l’UE pour l’éducation, la formation, la jeunesse et le sport (Erasmus pour tous),fr
metadata,nomenc,Program,nom-item,E4A,Програма на Съюза в областта на образованието, обучението, младежта и спорта („Еразъм за всички“),bg
